exp.num,mouse.num,scfv,costim,day,avg.radiance
2,27,Zeta,Zeta,15,950
2,28,Zeta,Zeta,15,857
2,29,Zeta,Zeta,15,2234
2,30,Zeta,Zeta,15,926
2,31,BB,41BB,15,980
2,32,BB,41BB,15,998
2,33,BB,41BB,15,1151
2,34,BB,41BB,15,792
2,35,BB,41BB,15,956
2,36,BB,41BB,15,895
2,37,BB,BAFFR,15,842
2,38,BB,BAFFR,15,927
2,39,BB,BAFFR,15,766
2,40,BB,BAFFR,15,909
2,41,BB,BAFFR,15,6822
2,42,BB,BAFFR,15,4768
2,43,TRAC KO,TRAC KO,15,80195
2,44,TRAC KO,TRAC KO,15,264265
2,45,TRAC KO,TRAC KO,15,204750
2,46,TRAC KO,TRAC KO,15,54025
2,47,TRAC KO,TRAC KO,15,127500
2,48,TRAC KO,TRAC KO,15,49000
2,49,TRAC KO,TRAC KO,15,201350
2,1,BC30,CD28,21,1670
2,2,BC30,CD28,21,108000
2,3,BC30,CD28,21,271000
2,4,BC30,CD28,21,1870
2,5,BC30,CD28,21,1820
2,6,BC30,CD28,21,1340
2,7,BC30,41BB,21,1150
2,8,BC30,41BB,21,1140
2,9,BC30,41BB,21,1620
2,10,BC30,41BB,21,1350
2,11,BC30,41BB,21,1500000
2,12,BC30,41BB,21,914
2,13,BC30,BAFFR,21,972
2,14,BC30,BAFFR,21,958
2,15,BC30,BAFFR,21,822
2,16,BC30,BAFFR,21,1580
2,17,BC30,BAFFR,21,1130
2,18,BC30,BAFFR,21,1390
2,19,BB,CD28,21,996
2,20,BB,CD28,21,941
2,21,BB,CD28,21,980
2,22,BB,CD28,21,731
2,23,BB,CD28,21,595
2,24,BB,CD28,21,669
2,25,Zeta,Zeta,21,690
2,26,Zeta,Zeta,21,882
2,27,Zeta,Zeta,21,729
2,28,Zeta,Zeta,21,770
2,29,Zeta,Zeta,21,2890
2,30,Zeta,Zeta,21,673
2,31,BB,41BB,21,2270
2,32,BB,41BB,21,5540
2,33,BB,41BB,21,942
2,34,BB,41BB,21,821
2,35,BB,41BB,21,1000
2,36,BB,41BB,21,979
2,37,BB,BAFFR,21,746
2,38,BB,BAFFR,21,944
2,39,BB,BAFFR,21,898
2,40,BB,BAFFR,21,951
2,41,BB,BAFFR,21,892
2,42,BB,BAFFR,21,885
2,43,TRAC KO,TRAC KO,21,1180000
2,44,TRAC KO,TRAC KO,21,2820000
2,45,TRAC KO,TRAC KO,21,1730000
2,46,TRAC KO,TRAC KO,21,24500
2,47,TRAC KO,TRAC KO,21,2980000
2,48,TRAC KO,TRAC KO,21,202000
2,49,TRAC KO,TRAC KO,21,798000
2,1,BC30,CD28,28,4614
2,2,BC30,CD28,28,217990
2,3,BC30,CD28,28,438510
2,4,BC30,CD28,28,
2,5,BC30,CD28,28,3821
2,6,BC30,CD28,28,5362
2,7,BC30,41BB,28,1276
2,8,BC30,41BB,28,1145
2,9,BC30,41BB,28,1919
2,10,BC30,41BB,28,2804
2,11,BC30,41BB,28,3274700
2,12,BC30,41BB,28,984
2,13,BC30,BAFFR,28,808
2,14,BC30,BAFFR,28,742
2,15,BC30,BAFFR,28,724
2,16,BC30,BAFFR,28,2453
2,17,BC30,BAFFR,28,1021
2,18,BC30,BAFFR,28,
2,19,BB,CD28,28,853
2,20,BB,CD28,28,882
2,21,BB,CD28,28,
2,22,BB,CD28,28,1979
2,23,BB,CD28,28,815
2,24,BB,CD28,28,930
2,25,Zeta,Zeta,28,1435
2,26,Zeta,Zeta,28,877
2,27,Zeta,Zeta,28,1017
2,28,Zeta,Zeta,28,1043
2,29,Zeta,Zeta,28,1215
2,30,Zeta,Zeta,28,973
2,31,BB,41BB,28,27175
2,32,BB,41BB,28,63219
2,33,BB,41BB,28,1182
2,34,BB,41BB,28,1082
2,35,BB,41BB,28,1204
2,36,BB,41BB,28,1147
2,37,BB,BAFFR,28,1448
2,38,BB,BAFFR,28,1180
2,39,BB,BAFFR,28,1074
2,40,BB,BAFFR,28,1067
2,41,BB,BAFFR,28,1329
2,42,BB,BAFFR,28,2540
2,43,TRAC KO,TRAC KO,28,8553500
2,44,TRAC KO,TRAC KO,28,17045500
2,45,TRAC KO,TRAC KO,28,6433500
2,46,TRAC KO,TRAC KO,28,
2,47,TRAC KO,TRAC KO,28,11571000
2,48,TRAC KO,TRAC KO,28,899750
2,49,TRAC KO,TRAC KO,28,
2,1,BC30,CD28,35,981.4
2,2,BC30,CD28,35,1297250
2,3,BC30,CD28,35,1301385
2,4,BC30,CD28,35,
2,5,BC30,CD28,35,783.1
2,6,BC30,CD28,35,
2,7,BC30,41BB,35,2889.5
2,8,BC30,41BB,35,2682.5
2,9,BC30,41BB,35,21670
2,10,BC30,41BB,35,57447
2,11,BC30,41BB,35,
2,12,BC30,41BB,35,925.8
2,13,BC30,BAFFR,35,2432.5
2,14,BC30,BAFFR,35,
2,15,BC30,BAFFR,35,725.9
2,16,BC30,BAFFR,35,67539.5
2,17,BC30,BAFFR,35,27485
2,18,BC30,BAFFR,35,
2,19,BB,CD28,35,998.95
2,20,BB,CD28,35,974.25
2,21,BB,CD28,35,
2,22,BB,CD28,35,40965
2,23,BB,CD28,35,1030.45
2,24,BB,CD28,35,936.8
2,25,Zeta,Zeta,35,
2,26,Zeta,Zeta,35,1205
2,27,Zeta,Zeta,35,
2,28,Zeta,Zeta,35,6477
2,29,Zeta,Zeta,35,
2,30,Zeta,Zeta,35,1206
2,31,BB,41BB,35,387800
2,32,BB,41BB,35,
2,33,BB,41BB,35,989.75
2,34,BB,41BB,35,
2,35,BB,41BB,35,946.25
2,36,BB,41BB,35,1135.3
2,37,BB,BAFFR,35,1052.45
2,38,BB,BAFFR,35,1316
2,39,BB,BAFFR,35,1279.3
2,40,BB,BAFFR,35,1349
2,41,BB,BAFFR,35,1692.5
2,42,BB,BAFFR,35,101260
2,43,TRAC KO,TRAC KO,35,
2,44,TRAC KO,TRAC KO,35,
2,45,TRAC KO,TRAC KO,35,
2,46,TRAC KO,TRAC KO,35,
2,47,TRAC KO,TRAC KO,35,
2,48,TRAC KO,TRAC KO,35,
2,49,TRAC KO,TRAC KO,35,
2,1,BC30,CD28,42,1319
2,2,BC30,CD28,42,
2,3,BC30,CD28,42,
2,4,BC30,CD28,42,
2,5,BC30,CD28,42,1064
2,6,BC30,CD28,42,
2,7,BC30,41BB,42,47910
2,8,BC30,41BB,42,14482
2,9,BC30,41BB,42,174600
2,10,BC30,41BB,42,342325
2,11,BC30,41BB,42,
2,12,BC30,41BB,42,400
2,13,BC30,BAFFR,42,1339
2,14,BC30,BAFFR,42,86120
2,15,BC30,BAFFR,42,556
2,16,BC30,BAFFR,42,1991
2,17,BC30,BAFFR,42,
2,18,BC30,BAFFR,42,
2,19,BB,CD28,42,1523
2,20,BB,CD28,42,1018
2,21,BB,CD28,42,
2,22,BB,CD28,42,48350
2,23,BB,CD28,42,932
2,24,BB,CD28,42,829
2,25,Zeta,Zeta,42,
2,26,Zeta,Zeta,42,6818
2,27,Zeta,Zeta,42,
2,28,Zeta,Zeta,42,
2,29,Zeta,Zeta,42,
2,30,Zeta,Zeta,42,2633
2,31,BB,41BB,42,
2,32,BB,41BB,42,
2,33,BB,41BB,42,1910
2,34,BB,41BB,42,
2,35,BB,41BB,42,2075
2,36,BB,41BB,42,3701
2,37,BB,BAFFR,42,3183
2,38,BB,BAFFR,42,3592
2,39,BB,BAFFR,42,4788
2,40,BB,BAFFR,42,2011
2,41,BB,BAFFR,42,13119
2,42,BB,BAFFR,42,578700
2,43,TRAC KO,TRAC KO,42,
2,44,TRAC KO,TRAC KO,42,
2,45,TRAC KO,TRAC KO,42,
2,46,TRAC KO,TRAC KO,42,
2,47,TRAC KO,TRAC KO,42,
2,48,TRAC KO,TRAC KO,42,
2,49,TRAC KO,TRAC KO,42,
2,1,BC30,CD28,49,946
2,2,BC30,CD28,49,
2,3,BC30,CD28,49,
2,4,BC30,CD28,49,
2,5,BC30,CD28,49,815
2,6,BC30,CD28,49,
2,7,BC30,41BB,49,866700
2,8,BC30,41BB,49,286405
2,9,BC30,41BB,49,11665
2,10,BC30,41BB,49,
2,11,BC30,41BB,49,
2,12,BC30,41BB,49,8210
2,13,BC30,BAFFR,49,
2,14,BC30,BAFFR,49,
2,15,BC30,BAFFR,49,1513.95
2,16,BC30,BAFFR,49,
2,17,BC30,BAFFR,49,
2,18,BC30,BAFFR,49,
2,19,BB,CD28,49,767.55
2,20,BB,CD28,49,585.25
2,21,BB,CD28,49,
2,22,BB,CD28,49,179145
2,23,BB,CD28,49,1238.55
2,24,BB,CD28,49,1226.5
2,25,Zeta,Zeta,49,
2,26,Zeta,Zeta,49,49009
2,27,Zeta,Zeta,49,
2,28,Zeta,Zeta,49,
2,29,Zeta,Zeta,49,
2,30,Zeta,Zeta,49,21360
2,31,BB,41BB,49,
2,32,BB,41BB,49,
2,33,BB,41BB,49,1635.5
2,34,BB,41BB,49,
2,35,BB,41BB,49,3953
2,36,BB,41BB,49,1188.5
2,37,BB,BAFFR,49,27790
2,38,BB,BAFFR,49,4460
2,39,BB,BAFFR,49,19220
2,40,BB,BAFFR,49,3016.5
2,41,BB,BAFFR,49,20315
2,42,BB,BAFFR,49,2371950
2,43,TRAC KO,TRAC KO,49,
2,44,TRAC KO,TRAC KO,49,
2,45,TRAC KO,TRAC KO,49,
2,46,TRAC KO,TRAC KO,49,
2,47,TRAC KO,TRAC KO,49,
2,48,TRAC KO,TRAC KO,49,
2,49,TRAC KO,TRAC KO,49,
