p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
4.05087891904892e-89,0.362272361412651,0.88,0.571,8.8268651646076e-85,2,CEP55
7.84288512133564e-84,0.355345750926096,0.996,0.921,1.70896466793904e-79,2,JPT1
1.99663151311399e-79,0.298049145601223,0.618,0.285,4.35066006707538e-75,2,DEPDC1
2.49395361128997e-69,0.260267016721314,0.687,0.354,5.43432491900084e-65,2,PRR11
7.54337279700466e-67,-0.538305481469592,0.595,0.819,1.64370093246732e-62,2,HIST1H1D
2.35390590393683e-66,0.257765084325462,0.652,0.342,5.12916096467836e-62,2,KNSTRN
5.70593421306198e-66,0.327477269096849,0.874,0.603,1.2433230650262e-61,2,CCNA2
4.0161446523176e-65,0.366952899276757,0.822,0.549,8.75117919740005e-61,2,GTSE1
2.76995882882079e-63,0.254710495772077,0.616,0.308,6.03574028800051e-59,2,FGFR1
6.22003226578135e-56,0.413658713679681,0.802,0.572,1.35534503071376e-51,2,KPNA2
7.6628614509018e-54,0.306107635848488,0.759,0.483,1.6697375101515e-49,2,CDCA8
1.49262740454867e-52,0.265716899135339,1,0.99,3.25243511451156e-48,2,LDHA
4.22624248549244e-52,0.290386232865123,0.99,0.876,9.20898237588803e-48,2,SFPQ
2.92860781671261e-51,0.2760480037902,0.987,0.878,6.38143643261677e-47,2,RAD21
7.77265956966929e-51,0.315504644528669,0.816,0.602,1.69366252023094e-46,2,ARL6IP1
2.9340748253608e-49,0.272047213573115,0.801,0.566,6.39334904446119e-45,2,CKAP2
6.01485362334528e-49,0.294920797311313,0.891,0.665,1.31063660452694e-44,2,TUBA1A
1.24844755625142e-46,0.354075003811921,0.901,0.749,2.72036722507184e-42,2,TUBA1C
7.90080667318458e-43,-0.365535985151802,0.496,0.721,1.72158577408692e-38,2,HIST1H1E
6.74153652884269e-38,-0.35537312858496,0.516,0.704,1.46898080963482e-33,2,HIST1H1C
1.21149055867909e-35,0.492471922912055,0.889,0.753,2.63983792736173e-31,2,TOP2A
4.29322941926026e-34,0.286514476138051,0.9,0.741,9.35494690456811e-30,2,NUSAP1
2.01810093292772e-33,-0.256607626407448,0.318,0.533,4.39744193284949e-29,2,FBXO5
1.76054387482308e-31,-0.279085843663335,0.912,0.879,3.83622510323948e-27,2,PCNA
8.50610729103558e-29,-0.296914408453974,0.411,0.606,1.85348077871665e-24,2,HIST1H1B
1.57832054746163e-28,0.261659218586822,0.982,0.865,3.43916047291889e-24,2,MKI67
1.13500940873909e-22,0.425133048776558,0.747,0.643,2.47318550164248e-18,2,UBE2C
3.95507299503992e-21,-0.253295850097166,0.648,0.719,8.61810405619197e-17,2,CLSPN
1.68246851728653e-20,-0.286274176811796,0.955,0.942,3.66609889916734e-16,2,HIST1H4C
3.01162692256516e-15,-0.33607375779086,0.901,0.887,6.56233506426948e-11,2,NEAT1
7.93835939411138e-15,-0.279175897877585,0.88,0.872,1.72976851197687e-10,2,RNF213
1.16711331136964e-11,-0.275707482532648,0.736,0.769,2.54313990547445e-07,2,LINC01871
1.03744117437301e-09,-0.309324518154786,0.979,0.972,2.26058431895878e-05,2,CD74
8.12083691301285e-08,-0.583570278707055,0.963,0.947,0.0017695303633455,2,CCL5
3.36790318275301e-07,-0.451350403463522,0.601,0.624,0.0073386610352188,2,HLA-DRB1
3.38551046673708e-07,-0.306158694309487,0.486,0.537,0.00737702730702009,2,HLA-DPB1
4.87005748383414e-07,-0.359490740088992,0.58,0.596,0.0106118552572746,2,HLA-DPA1
2.81689068492933e-06,-0.368218662457741,0.675,0.688,0.06138004802461,2,HLA-DRA
2.62814943256181e-05,-0.306969641708494,0.63,0.635,0.572673761355219,2,RARRES3
0.00102606612103365,-0.38204245001266,0.954,0.938,1,2,LTB
2.10763714486611e-180,-0.82130039463513,0.997,0.984,4.59254133866325e-176,3,PGK1
1.32499930081578e-174,-0.993279829200232,0.864,0.914,2.88717347647758e-170,3,FAM162A
5.61722190681013e-169,-1.12747119373131,0.337,0.799,1.22399265349393e-164,3,BNIP3
1.84461502912484e-165,-0.80955050250487,0.303,0.806,4.01941614846304e-161,3,BNIP3L
6.26103679007668e-161,0.613522581095474,0.998,0.955,1.36427991655771e-156,3,HSPA8
1.4131275796197e-160,0.544763154046529,1,0.992,3.07920499599133e-156,3,HSP90AA1
2.7018956017696e-160,0.656047404480504,0.982,0.668,5.88743051625595e-156,3,SDF2L1
1.78854341000251e-156,0.549376696592456,0.998,0.898,3.89723609039546e-152,3,HNRNPAB
1.0311979333101e-150,-0.651979629304799,1,0.99,2.24698029668272e-146,3,LDHA
8.19263087875347e-139,0.512613993090556,1,0.953,1.78517426848038e-134,3,CALR
2.45792170165958e-130,-1.67565780495038,0.423,0.763,5.35581138791622e-126,3,HILPDA
9.32849655298123e-121,0.538456494649464,0.972,0.738,2.03267939889461e-116,3,MANF
3.04149153332074e-117,0.439587432293903,0.998,0.871,6.6274100511059e-113,3,CCT6A
4.45935753522122e-116,0.519162384816067,0.973,0.782,9.71694006924703e-112,3,SRM
2.86215850630727e-115,0.620967902896927,0.97,0.784,6.23664338524355e-111,3,HSPA5
5.14740790888437e-114,-0.489192801841788,0.998,0.96,1.1216201833459e-109,3,PGAM1
8.63841928709309e-108,0.507741537161063,0.983,0.814,1.88231156265758e-103,3,DDX21
2.62253223286621e-107,-0.923555980208604,0.718,0.853,5.71449773541546e-103,3,DDIT4
3.13733170801798e-107,-0.538388644391846,0.177,0.643,6.83624579177118e-103,3,ALDOC
6.70365127875814e-107,0.438766439960836,0.993,0.872,1.4607256136414e-102,3,DNAJA1
2.37864078355989e-104,0.461731816133166,1,0.971,5.183058267377e-100,3,C12orf75
2.44275012797277e-101,0.618397804358006,1,0.969,5.32275252885266e-97,3,GZMA
1.18996231183371e-99,0.35583144074314,1,0.943,2.59292787748566e-95,3,RANBP1
2.46302026187493e-99,0.464394816214291,0.959,0.716,5.36692115062547e-95,3,HSPH1
2.56625846595239e-99,0.282642448517113,1,0.998,5.59187719731025e-95,3,HMGB1
3.76121810280397e-99,0.408330244194132,0.993,0.867,8.19569424600986e-95,3,SRSF2
3.99070489728051e-99,-0.613647587947876,0.434,0.743,8.69574597117423e-95,3,P4HA1
1.9643781762157e-97,0.352874366203058,1,0.992,4.28038004597401e-93,3,HSP90AB1
2.95118024350881e-95,-0.495881226080062,0.307,0.691,6.4306217506057e-91,3,AK4
9.25978715798146e-94,0.397766034743848,0.967,0.754,2.01770762172416e-89,3,DDX39A
1.05301318012108e-92,0.476106689560642,0.934,0.627,2.29451571948384e-88,3,SOCS1
4.27585737400855e-92,0.412725144195595,0.973,0.818,9.31709321796462e-88,3,EIF5
5.02991120656998e-91,0.388825087052321,0.997,0.881,1.0960176519116e-86,3,CCT5
3.31243560109831e-90,0.575215788583361,0.977,0.806,7.21779717479322e-86,3,TNFSF10
1.06315847120728e-85,0.269713504531526,1,0.995,2.31662230876067e-81,3,H3F3B
1.10196147580817e-85,0.374622564008154,0.998,0.95,2.40117405578601e-81,3,DYNLL1
4.93088020709861e-85,-0.524586623221015,0.433,0.737,1.07443879712679e-80,3,SLC16A3
5.26287525854437e-85,0.343817331346816,0.998,0.923,1.14678051883682e-80,3,CCT3
8.32307741019947e-85,0.373909811369343,0.988,0.858,1.81359856768246e-80,3,CCT2
2.04876809703706e-84,0.450661084424661,0.987,0.784,4.46426568344376e-80,3,TUBB4B
1.0553824209175e-83,0.359967937001621,1,0.962,2.29967829517922e-79,3,HSPE1
3.19362173404897e-83,0.355965021290292,0.872,0.557,6.95890175849271e-79,3,GPATCH4
3.32686641364843e-83,0.382510342260951,1,0.976,7.24924191533993e-79,3,NCL
3.31610673969657e-82,-0.509616985941212,0.595,0.798,7.22579658579883e-78,3,ZNF292
6.95921124370181e-82,0.308696564602802,1,0.98,1.51641213000262e-77,3,PA2G4
1.1159735122298e-81,-0.526192341217696,0.32,0.673,2.43170628314874e-77,3,PNRC1
3.47421970908298e-81,0.37784040628354,0.975,0.764,7.57032474609181e-77,3,DCTPP1
6.61787332841057e-81,0.415204087528945,0.985,0.904,1.44203459826066e-76,3,TPM4
7.11201382353583e-79,0.394640801957466,0.942,0.728,1.54970781214846e-74,3,HTATSF1
2.8152956440178e-78,0.338426658731177,0.99,0.898,6.13452920831478e-74,3,MRPL20
1.18099686242078e-77,0.344880688410672,0.993,0.911,2.57339216321488e-73,3,DDX5
1.44257956604568e-77,0.349436627653569,1,0.96,3.14338087441355e-73,3,HSP90B1
4.08467293297054e-75,0.335433661912418,0.967,0.807,8.9005023209428e-71,3,EIF3J
5.46038520191729e-75,0.389701896461885,0.942,0.69,1.18981793549778e-70,3,BATF3
1.02543340593659e-74,0.355690629166454,0.972,0.803,2.23441939153584e-70,3,STIP1
1.92465740353688e-74,0.358643847854231,0.965,0.803,4.19382848230687e-70,3,NOP56
2.76285391908012e-74,0.332325113938509,0.982,0.859,6.02025868967559e-70,3,NUDC
7.4821458482264e-74,0.340421733573925,0.897,0.624,1.63035958032853e-69,3,TOMM40
1.37340434029808e-73,0.343954589091344,0.993,0.882,2.99264805750952e-69,3,NME1
3.08153072871202e-72,0.349933680484213,0.924,0.665,6.7146554578635e-68,3,LYAR
3.38670828262931e-71,0.325163559795994,0.982,0.805,7.37963734784926e-67,3,SYNCRIP
2.66598940489343e-70,0.301681582328195,0.763,0.414,5.80919091326279e-66,3,NOP16
6.01408396117459e-70,0.282807810034166,1,0.983,1.31046889513994e-65,3,SET
3.49610954756088e-69,0.277855834674071,0.735,0.391,7.61802270413515e-65,3,DNAJB11
8.40585897976903e-69,0.33099504428792,0.932,0.716,1.83163667169167e-64,3,DKC1
1.24622536211136e-68,0.316906299524805,0.997,0.915,2.71552506404065e-64,3,CCDC85B
2.20482727286812e-67,0.32028225586301,0.937,0.713,4.80431862757963e-63,3,POLR3K
2.78385504370702e-67,0.314479773415672,0.973,0.853,6.06602014023759e-63,3,ATP6V0B
5.84791023373668e-67,0.392115139582847,0.983,0.811,1.27425963993122e-62,3,UBE2S
8.75811264133139e-67,0.312914421275578,0.897,0.618,1.90839274454611e-62,3,TDG
3.96758518988823e-66,0.329811593128599,0.978,0.827,8.64536812876647e-62,3,TCP1
8.1675979419102e-66,0.322265061976394,1,0.964,1.77971959154223e-61,3,TUBA1B
1.10506096953251e-64,0.361172697357365,0.818,0.513,2.40792785261135e-60,3,DUSP6
1.19900216855944e-64,0.258762888682569,1,0.977,2.61262572529102e-60,3,SERBP1
5.66752073999131e-63,0.289630607382755,1,0.933,1.23495276924411e-58,3,EIF5A
8.63240517527885e-63,0.291162981996755,0.993,0.908,1.88100108769326e-58,3,PSMA3
1.52869485738514e-62,0.335782517666103,0.927,0.691,3.33102609424221e-58,3,MRTO4
3.2177978169375e-62,0.263577140819532,0.998,0.957,7.0115814431068e-58,3,XRCC5
2.71486690070188e-60,0.301409757371222,0.992,0.877,5.9156949766294e-56,3,MRPL41
4.23056697772697e-60,0.318390653237067,0.905,0.679,9.21840544446706e-56,3,TEX30
1.42708224106797e-59,0.309805625735763,0.992,0.89,3.10961220328712e-55,3,CYCS
2.55501084248322e-59,0.300854932416703,0.864,0.583,5.56736862577093e-55,3,KRAS
6.81473898528167e-59,-0.557271315986113,0.788,0.84,1.48493162489288e-54,3,PLIN2
8.54776272111159e-59,0.28052595964619,1,0.954,1.86255749693021e-54,3,MTDH
1.2373382367805e-58,0.294001111061452,0.983,0.858,2.69616001794472e-54,3,ARPC5L
1.01246971779067e-57,0.298649572130804,0.917,0.703,2.20617151506586e-53,3,AHSA1
3.10876961179136e-57,0.293282308219026,0.867,0.597,6.77400898409338e-53,3,PUM3
6.85836990276598e-57,0.303344906514868,0.872,0.61,1.49443880181271e-52,3,WDR43
9.10380029161235e-57,0.270075407930055,0.818,0.524,1.98371808354233e-52,3,CHORDC1
2.05873261940791e-56,0.277380595884475,0.851,0.564,4.48597837768983e-52,3,ZNF593
2.5726095089927e-56,0.288610181717702,0.905,0.648,5.60571612009509e-52,3,EIF4G1
2.21707190878585e-55,0.339519143914582,0.876,0.565,4.83099968924437e-51,3,KPNA2
5.68145350489494e-55,-0.372198833263955,0.267,0.555,1.23798871871661e-50,3,INSIG2
1.64030534113078e-54,0.28761709926174,0.95,0.747,3.57422533832396e-50,3,NIFK
1.97972456774955e-54,0.279758243690341,0.987,0.887,4.31381983312627e-50,3,CDV3
2.4482217781995e-54,0.272551478975131,0.993,0.903,5.33467525469671e-50,3,PPM1G
3.3738271345414e-54,0.312820085750231,0.852,0.597,7.35156932616571e-50,3,PLEKHO1
1.65659257133829e-53,0.262766856992213,0.985,0.873,3.60971521294614e-49,3,NOL7
1.69875278691822e-53,0.308852188745201,0.771,0.463,3.70158232269481e-49,3,CDC20
1.71546920105137e-53,0.280487127466695,0.939,0.727,3.73800738909093e-49,3,FAM136A
2.57086620526671e-53,0.266988690755141,0.891,0.637,5.60191746127615e-49,3,NARS
7.82947585089398e-53,0.276624268598105,1,0.958,1.7060427879098e-48,3,HSPD1
2.6431276361032e-52,0.273926399172601,0.96,0.778,5.75937511906888e-48,3,NAA10
3.65965487948014e-52,0.288360737220961,0.94,0.723,7.97438798238723e-48,3,MRPL12
6.4795916110106e-52,0.287430570131435,0.932,0.685,1.41190301203921e-47,3,LRRN3
3.49989161030229e-51,0.324331726657025,0.985,0.877,7.62626381884869e-47,3,CCND2
5.37519178263113e-51,-0.505711754743512,0.529,0.719,1.17125428943532e-46,3,CCR7
1.02350402751314e-50,0.259143826712089,0.798,0.502,2.23021527595114e-46,3,NOLC1
1.75967294186789e-50,-0.519503558557871,0.484,0.695,3.83432734033013e-46,3,LAG3
4.28225256344521e-50,0.288415248464785,1,0.948,9.33102833574712e-46,3,TUBB
4.97691721571722e-50,0.266473349439147,0.987,0.874,1.08447026130478e-45,3,PFDN2
9.22247669274498e-50,0.281846059474569,0.992,0.92,2.00957767134913e-45,3,EIF3A
1.25113304566944e-49,0.253857047041643,1,0.939,2.72621890651372e-45,3,SRSF7
2.11293296329019e-48,0.264994813901748,0.973,0.79,4.60408092700933e-44,3,GSPT1
3.39677247609197e-48,0.264378632092597,0.985,0.887,7.40156722540441e-44,3,PSMD7
7.42883024502011e-48,0.257390006690137,0.978,0.883,1.61874211038988e-43,3,KPNB1
9.02626755060189e-48,-0.544292072369988,0.386,0.623,1.96682369927615e-43,3,ARG2
2.29293952191854e-47,0.274765945603003,0.912,0.682,4.9963152182605e-43,3,CLSPN
3.45426483379358e-47,0.254325784481421,0.965,0.831,7.52684307283622e-43,3,EIF4G2
9.17074349016236e-47,0.259695935592705,0.887,0.644,1.99830500650638e-42,3,HSPA4
2.99012859743376e-46,0.252898506876545,0.947,0.776,6.51549021380816e-42,3,MRPL4
4.9957226433255e-46,-0.409392593636929,0.774,0.858,1.08856796398063e-41,3,RBPJ
9.64778625159914e-46,-0.879467649593258,0.947,0.95,2.10225262422345e-41,3,CCL5
1.96886542832354e-45,0.254794342133934,0.967,0.824,4.29015776831699e-41,3,ILF2
3.34617000932565e-45,0.257800624505953,0.892,0.644,7.29130445032059e-41,3,UBTF
2.59266354153628e-43,0.296092039800965,0.957,0.743,5.64941385700755e-39,3,TUBA1C
1.0856570222024e-42,0.254455205005154,0.874,0.654,2.36564665137904e-38,3,BRIX1
1.79131695563889e-41,-0.442309714529137,0.834,0.905,3.90327964633715e-37,3,BTG1
2.45279562134375e-41,0.284730844736127,0.937,0.762,5.34464165890803e-37,3,FDX1
4.70339301935632e-41,0.255815379543126,0.91,0.705,1.02486933891774e-36,3,EEF1E1
1.82225606276812e-40,0.256050181498458,0.955,0.811,3.97069596077174e-36,3,NDUFAF8
2.53765079669e-40,0.290265734369448,0.859,0.584,5.52954108598752e-36,3,CCNB1
3.19227132842362e-40,-0.467763326152396,0.728,0.812,6.95595922463508e-36,3,CLEC2B
1.92809316906459e-37,0.304407945184015,0.924,0.779,4.20131501539174e-33,3,LIMA1
2.17134862942494e-37,-0.330499753024041,0.406,0.611,4.73136866351694e-33,3,SLC2A3
3.64190540937497e-36,-0.312154633388545,0.507,0.655,7.93571188702805e-32,3,WSB1
1.05270795183742e-31,-0.384336512792471,0.677,0.776,2.29385062705374e-27,3,PTMS
5.51059955787544e-31,-0.334226474693097,0.511,0.671,1.20075964366106e-26,3,ISG20
8.44605845953011e-30,-0.415461232406391,0.66,0.762,1.84039613833161e-25,3,TXNIP
3.31532898400844e-29,-0.390446496001781,0.464,0.64,7.2241018561544e-25,3,PLAC8
3.46941946881007e-29,-0.311871974530709,0.874,0.883,7.55986502253714e-25,3,CYTIP
1.01248286888702e-28,-0.36305039818723,0.738,0.789,2.20620017130481e-24,3,JUNB
4.39112410783706e-28,-0.341193950606477,0.569,0.682,9.56825943097695e-24,3,CD27
6.45148549551167e-27,-0.429696927074087,0.468,0.614,1.40577868947199e-22,3,CD69
3.31651286385583e-26,-0.374779500772471,0.454,0.615,7.22668153034186e-22,3,GIMAP4
1.81566661354917e-25,-0.306734866562016,0.622,0.71,3.95633755092363e-21,3,SYTL3
8.50782139791703e-25,-0.307820115257133,0.59,0.687,1.85385428260612e-20,3,NAMPT
8.55086901549403e-24,-0.275151786664777,0.638,0.709,1.86323435847615e-19,3,STAT3
7.75910960311349e-23,-0.279048023720675,0.431,0.581,1.69070998251843e-18,3,ZFP36L2
2.14833364506055e-22,-0.362540997167924,0.706,0.77,4.68121901258694e-18,3,CORO1B
1.56619853676828e-21,-0.304605673912805,0.998,0.984,3.41274661161809e-17,3,LGALS1
4.01481611038245e-20,-0.475850530010449,1,1,8.74828430452335e-16,3,MALAT1
5.58257725470559e-20,-0.279765246919112,0.736,0.78,1.21644358380035e-15,3,ITM2A
5.83240543623345e-14,-0.364631187065455,0.637,0.691,1.27088114455527e-09,3,CST7
4.48309163959075e-13,-0.316745227699765,0.884,0.889,9.76865668266824e-09,3,NEAT1
1.26037040681351e-11,-0.317398087423037,0.566,0.619,2.74634711644664e-07,3,MIR155HG
9.86104228261069e-11,-0.390934659469549,0.547,0.6,2.14872111338087e-06,3,HLA-DPA1
2.94442444823058e-09,-0.344730882181041,0.478,0.538,6.41590087269443e-05,3,HLA-DPB1
5.40652139008315e-07,-0.325764422272838,0.988,0.954,0.0117808101089912,3,GZMB
5.63751664991287e-06,-0.452319850817838,0.609,0.623,0.122841487801601,3,HLA-DRB1
3.92550076268766e-05,-1.01316856058288,0.942,0.879,0.855366616189641,3,MT2A
6.40693418737519e-172,1.5144000267047,0.996,0.693,1.39607095942905e-167,4,HILPDA
1.20750602799862e-111,0.661603154182674,0.99,0.716,2.631155635009e-107,4,BNIP3
1.99611840039105e-106,0.366634188092823,1,0.997,4.34954199445211e-102,4,NPM1
1.80807929978321e-103,-1.25271165223693,0.851,0.95,3.93980479422762e-99,4,LTB
4.49041783834547e-103,0.5160198060504,0.963,0.643,9.78462046975478e-99,4,EIF4EBP1
