# Individual Exhaustion data: Fig S4D
Domain Name,Exhaution Marker,Mean Fluorescence Intensity,"Mean Fluorescence Intensity, SEM",Experiment Day,Donor Name
KLRG1,PD1,1073.0566126754,3.98425910516669,6,2
KLRG1,PD1,1310.40886759426,4.05681967709951,15,2
KLRG1,PD1,1360.52005267209,5.68422954300045,24,2
KLRG1,PD1,,,33,2
TACI,PD1,,,33,1
TACI,PD1,1102.35135239019,4.90632344285158,6,1
TACI,PD1,1495.32033427558,4.76854084115403,15,1
TACI,PD1,1429.49285906637,4.8604890050264,24,1
TACI,PD1,1116.35258311574,3.92900986293202,6,2
TACI,PD1,1409.67887978478,4.35043259134154,15,2
TACI,PD1,1278.46679456295,5.0898970343681,24,2
TACI,PD1,,,33,2
TNR8,PD1,926.610473672045,4.69472242050307,6,1
TNR8,PD1,1094.43918962558,4.14202460255526,15,1
TNR8,PD1,1063.17791478074,4.36269311775413,24,1
TNR8,PD1,1402.92769195353,3.51559123785825,33,1
TNR8,PD1,929.202501334508,3.69331486546042,6,2
TNR8,PD1,1015.81838310189,3.33792263367546,15,2
TNR8,PD1,1006.55451601243,3.56632301552732,24,2
TNR8,PD1,1283.62459429478,3.03270564125901,33,2
zeta,PD1,,,24,1
zeta,PD1,,,33,1
zeta,PD1,1072.22302780793,4.46543738608145,6,1
zeta,PD1,1569.6195873878,12.476932922539,15,1
zeta,PD1,1064.78389508211,3.62658406695427,6,2
zeta,PD1,1489.14461194439,3.60560684732508,15,2
zeta,PD1,,,24,2
zeta,PD1,,,33,2
41BB,TIM3,542.685292256743,3.16939440175145,6,1
41BB,TIM3,462.240372511842,2.56557193153483,15,1
41BB,TIM3,665.719534888537,2.93804091588235,33,1
41BB,TIM3,364.991666557193,1.8272299288013,24,1
41BB,TIM3,457.404624516824,2.9466787346053,6,2
41BB,TIM3,438.555496113168,2.7479303033327,15,2
41BB,TIM3,391.501008970101,1.49196722109848,24,2
41BB,TIM3,612.218235874612,2.98258197209622,33,2
BAFF-R,TIM3,507.163245452174,2.64445100197243,6,1
BAFF-R,TIM3,477.135306178274,2.61765963112321,15,1
BAFF-R,TIM3,,,33,1
BAFF-R,TIM3,378.584855679469,1.84617260954566,24,1
BAFF-R,TIM3,477.701252317519,2.25187329944138,6,2
BAFF-R,TIM3,360.099088002164,1.85247242725565,15,2
BAFF-R,TIM3,358.016275340638,1.3706734715505,24,2
BAFF-R,TIM3,455.913907091322,2.53199547354366,33,2
CD28,TIM3,721.784582294464,3.30567586552726,6,1
CD28,TIM3,486.318596911598,3.06121095794522,15,1
CD28,TIM3,,,33,1
CD28,TIM3,429.236602664006,2.09878562654012,24,1
CD28,TIM3,665.679345663671,3.42278720422706,6,2
CD28,TIM3,497.794579912265,2.61388839223361,15,2
CD28,TIM3,439.391274116072,1.74376776242909,24,2
CD28,TIM3,559.438816999526,2.53215681032094,33,2
CD40,TIM3,531.737497623504,2.56079932731173,6,1
CD40,TIM3,361.926962515419,1.80991799648282,15,1
CD40,TIM3,622.506106888993,2.66668256009228,33,1
CD40,TIM3,397.796960503757,1.70563954962712,24,1
CD40,TIM3,509.160721999793,2.23181068926981,6,2
CD40,TIM3,434.120072754511,2.66939767648057,15,2
CD40,TIM3,417.597377553907,1.38339984394879,24,2
CD40,TIM3,696.145894036577,3.52088680175935,33,2
KLRG1,TIM3,483.69928929058,2.11450222629208,6,1
KLRG1,TIM3,309.147205654272,2.64256459928249,15,1
KLRG1,TIM3,334.789559625826,1.78064816445469,24,1
KLRG1,TIM3,452.588807163139,1.79613898107064,6,2
KLRG1,TIM3,264.837800864106,2.32532328629437,15,2
KLRG1,TIM3,297.859058734571,1.99691949140577,24,2
KLRG1,TIM3,255.590847831088,5.80575152032286,33,2
TACI,TIM3,481.994257602916,2.43036115964668,6,1
TACI,TIM3,406.193932488844,2.56043693381245,15,1
TACI,TIM3,532.69254574539,2.75885485415571,33,1
TACI,TIM3,384.934201611108,2.01813318633615,24,1
TACI,TIM3,462.113390222183,2.1096301154946,6,2
TACI,TIM3,333.576868973108,1.83851352675545,15,2
TACI,TIM3,330.816627713045,1.97783047437085,24,2
TACI,TIM3,414.498030346996,3.99931463520435,33,2
TNR8,TIM3,556.485456750304,2.38287636393044,6,1
TNR8,TIM3,427.676652231346,2.68322619755845,15,1
TNR8,TIM3,550.83193187225,2.20949620751731,33,1
TNR8,TIM3,386.254699938879,1.59281374956555,24,1
TNR8,TIM3,534.39527057498,2.00574068871642,6,2
TNR8,TIM3,432.614485372549,2.84974800988911,15,2
TNR8,TIM3,399.089894693002,1.93121593259874,24,2
TNR8,TIM3,514.34569930061,3.15800154677712,33,2
zeta,TIM3,495.459941689206,2.37371433026959,6,1
zeta,TIM3,517.586636130547,3.69280986116847,15,1
zeta,TIM3,559.955582494937,3.22748546639086,33,1
zeta,TIM3,351.11715487341,2.19637570115168,24,1
zeta,TIM3,444.808066241751,2.27711981448511,6,2
zeta,TIM3,346.009287046645,2.20329477286599,15,2
zeta,TIM3,367.030535050129,1.63756626934895,24,2
zeta,TIM3,484.900259437455,7.06512211225703,33,2
41BB,LAG3,783.269322338413,7.12850009920253,6,1
41BB,LAG3,775.211956706738,5.50554036381767,15,1
41BB,LAG3,746.983708113052,6.36258993652542,33,1
41BB,LAG3,852.297253764145,6.46933669770676,24,1
41BB,LAG3,668.148600044248,7.27629476895889,6,2
41BB,LAG3,716.903662411035,5.59626155280128,15,2
41BB,LAG3,829.429853919266,5.46699194054714,24,2
41BB,LAG3,566.333114041365,4.56180891068246,33,2
BAFF-R,LAG3,724.121118963766,6.76331269490096,6,1
BAFF-R,LAG3,778.669584730046,5.20217571790284,15,1
BAFF-R,LAG3,,,33,1
BAFF-R,LAG3,526.513642505253,4.33019690158313,24,1
BAFF-R,LAG3,633.788146022654,5.88491320822783,6,2
BAFF-R,LAG3,520.851448179615,3.72046703317107,15,2
BAFF-R,LAG3,462.276495446409,2.64876049517647,24,2
BAFF-R,LAG3,423.535716889416,3.95660906129315,33,2
CD28,LAG3,649.441451269227,5.61924397440803,6,1
CD28,LAG3,723.097493471418,4.97073728860715,15,1
CD28,LAG3,,,33,1
CD28,LAG3,560.58248411726,4.52099977969529,24,1
CD28,LAG3,602.939828365302,6.35082038137368,6,2
CD28,LAG3,589.600752174649,4.20188177589217,15,2
CD28,LAG3,529.076527367367,3.4811050311105,24,2
CD28,LAG3,367.663694874207,2.97907095936137,33,2
CD40,LAG3,728.305364897145,6.35567413400823,6,1
CD40,LAG3,585.359002030559,3.8822916955329,15,1
CD40,LAG3,619.089177355981,4.96848608361062,33,1
CD40,LAG3,554.189758562161,3.99028880181783,24,1
CD40,LAG3,594.680616949796,5.16553100485042,6,2
CD40,LAG3,521.944415991693,3.96982393554526,15,2
CD40,LAG3,499.333290670843,3.05715195171765,24,2
CD40,LAG3,626.851589129226,5.94711144057011,33,2
KLRG1,LAG3,561.723052602096,4.30565260825272,6,1
KLRG1,LAG3,540.206746568257,5.15460951100332,15,1
KLRG1,LAG3,434.378182351578,3.83191609890464,24,1
KLRG1,LAG3,515.184261393439,3.96584621819008,6,2
KLRG1,LAG3,532.880703112959,4.98294701033641,15,2
KLRG1,LAG3,340.489818975519,3.63636465859705,24,2
KLRG1,LAG3,285.72103174232,7.28797615975746,33,2
TACI,LAG3,626.044787707015,5.91173735955156,6,1
TACI,LAG3,615.285972449693,4.38558771924432,15,1
TACI,LAG3,553.423590210818,4.80251903050962,33,1
TACI,LAG3,571.124350013977,5.14410816854969,24,1
TACI,LAG3,583.122387320154,5.74884439472421,6,2
TACI,LAG3,493.441290446481,3.46505557673768,15,2
TACI,LAG3,412.955830981485,3.28890264173638,24,2
TACI,LAG3,290.164268934595,4.83018965951801,33,2
TNR8,LAG3,696.377261660796,5.72420691338723,6,1
TNR8,LAG3,590.802172863736,4.4952047991332,15,1
TNR8,LAG3,471.658565611056,3.29470975390121,33,1
TNR8,LAG3,520.111560463801,3.73392735382556,24,1
TNR8,LAG3,592.061009909722,4.6899867502578,6,2
TNR8,LAG3,562.719124581429,4.43392412697761,15,2
TNR8,LAG3,491.784092390164,4.7947059272903,24,2
TNR8,LAG3,431.923584448227,3.87585821961502,33,2
zeta,LAG3,701.401592302455,6.11280032601584,6,1
zeta,LAG3,1299.92149338344,7.74140931728442,15,1
zeta,LAG3,704.061540016895,6.12431483244139,33,1
zeta,LAG3,817.838406175063,7.49655285872666,24,1
zeta,LAG3,623.008306399519,6.3347157423267,6,2
zeta,LAG3,595.514166453069,4.73274261087853,15,2
zeta,LAG3,660.977070760282,5.09124119047176,24,2
zeta,LAG3,656.39501072419,15.2128548606063,33,2
41BB,PD1,1557.72990778636,6.62602758963229,6,1
41BB,PD1,1485.99920890371,5.70260914971625,15,1
41BB,PD1,1950.57536745207,6.57663509090697,33,1
41BB,PD1,1454.80456526558,5.48630826632408,24,1
41BB,PD1,1627.16093182246,7.1306105132848,6,2
41BB,PD1,1481.59401053184,5.53360237731551,15,2
41BB,PD1,1371.95696223604,4.54264876098002,24,2
41BB,PD1,1499.37212541301,6.11042204995688,33,2
BAFF-R,PD1,1443.29776351864,6.57417853093837,6,1
BAFF-R,PD1,1746.75311546073,5.66331135844928,15,1
BAFF-R,PD1,,,33,1
BAFF-R,PD1,1583.66771095899,6.15561053611582,24,1
BAFF-R,PD1,1527.06343487435,6.9942557040715,6,2
BAFF-R,PD1,1195.33268790037,5.58555061070805,15,2
BAFF-R,PD1,1352.93513339505,6.20636711057065,24,2
BAFF-R,PD1,1771.44262073707,6.55173358850997,33,2
CD28,PD1,1954.48720668709,6.47965267037955,6,1
CD28,PD1,1878.82728079442,5.788395501615,15,1
CD28,PD1,,,33,1
CD28,PD1,1716.22407079904,6.46328342014736,24,1
CD28,PD1,1948.16338087268,8.73828315758292,6,2
CD28,PD1,1657.23913404307,5.61727873963149,15,2
CD28,PD1,1686.76194684217,5.99590903938944,24,2
CD28,PD1,1942.17641907608,5.63554992339413,33,2
CD40,PD1,1322.16187032738,6.58221018460151,6,1
CD40,PD1,1289.09150880742,5.57031082069649,15,1
CD40,PD1,1863.46428228803,7.22014598478313,33,1
CD40,PD1,1437.08872504919,6.96561567957777,24,1
CD40,PD1,1356.73076757365,6.98161572385978,6,2
CD40,PD1,1207.11567208278,6.02913209684847,15,2
CD40,PD1,1326.90816174419,5.56562038583876,24,2
CD40,PD1,1752.25748167654,9.64095961702732,33,2
KLRG1,PD1,1494.46520415709,7.08206930837907,6,1
KLRG1,PD1,1568.09593742307,6.80366845133869,15,1
KLRG1,PD1,1429.61960812661,5.25051612838827,24,1
KLRG1,PD1,1469.55865100588,6.89303917710643,6,2
KLRG1,PD1,1508.68654157455,6.34345142555733,15,2
KLRG1,PD1,1504.88003847632,4.67638738414578,24,2
KLRG1,PD1,1919.20800792246,7.24530857698851,33,2
TACI,PD1,1596.55957437115,6.55480576107455,6,1
TACI,PD1,1771.50627239487,5.89179736468148,15,1
TACI,PD1,1877.24602260671,6.94672127483786,33,1
TACI,PD1,1656.44250617472,7.30685048511522,24,1
TACI,PD1,1709.54127279092,7.12355953688139,6,2
TACI,PD1,1498.87139012562,6.48193360464891,15,2
TACI,PD1,1531.33269333869,7.27639576983113,24,2
TACI,PD1,1983.09859634105,6.64354091528524,33,2
TNR8,PD1,1226.6372183508,6.31610427029762,6,1
TNR8,PD1,1264.52905461984,5.96980981881862,15,1
TNR8,PD1,1722.03036053963,6.37109760166487,33,1
TNR8,PD1,1274.99109818487,6.77537832983095,24,1
TNR8,PD1,1188.58320092688,6.39212333703636,6,2
TNR8,PD1,1189.48244111648,5.92820300668812,15,2
TNR8,PD1,1379.95632895301,6.04796545125151,24,2
TNR8,PD1,1786.75716921196,6.41809624763676,33,2
zeta,PD1,1640.99739752313,5.90578441149193,6,1
zeta,PD1,2084.11774970267,6.48041323454164,15,1
zeta,PD1,2017.82910263005,6.68652428438701,33,1
zeta,PD1,1822.99142747378,6.6229784033414,24,1
zeta,PD1,1740.58085597732,6.7116417575605,6,2
zeta,PD1,1478.5464005492,7.17639972033948,15,2
zeta,PD1,1581.34324457156,6.2964517679318,24,2
zeta,PD1,2001.82417116049,22.2716981233676,33,2
41BB,TIM3,551.978691100376,3.30803879552505,0,1
untrans,TIM3,379.255758805016,2.21493057316184,6,1
41BB,TIM3,567.571358412112,3.4727841037079,0,2
untrans,TIM3,416.151545346365,2.23433339252303,6,2
untrans,TIM3,435.812895098355,1.64153736682921,0,1
untrans,TIM3,453.925505427251,1.46659444370465,0,2
BAFF-R,TIM3,404.537894422513,2.71885373443084,0,1
untrans,TIM3,346.10538026147,1.66793874322858,15,1
BAFF-R,TIM3,467.04773596668,2.90125990443118,0,2
untrans,TIM3,374.155984809225,1.49630256795335,15,2
,TIM3,,,0,
CD28,TIM3,426.451808471899,2.22031837458174,0,1
untrans,TIM3,375.173980052618,1.41820090856656,24,1
CD28,TIM3,404.739949389424,2.13689169645364,0,2
untrans,TIM3,369.933436551143,1.38026871600866,24,2
CD40,TIM3,395.087393879233,2.37686117977379,0,1
untrans,TIM3,366.840822906963,1.22627561647397,33,1
CD40,TIM3,459.191924697666,2.46225778351452,0,2
untrans,TIM3,399.371378480169,1.32491587559319,33,2
KLRG1,TIM3,335.484848884664,1.61523075880346,0,1
KLRG1,TIM3,370.028877682646,1.76913592656903,0,2
TACI,TIM3,360.951899680281,1.93672649336461,0,1
TACI,TIM3,385.700843935909,2.01821218553063,0,2
TNR8,TIM3,409.660595555877,2.16368660402413,0,1
TNR8,TIM3,473.61739559264,2.67664638155605,0,2
zeta,TIM3,350.918798441289,1.51232122613721,0,1
zeta,TIM3,361.061161309448,1.61079762501279,0,2
41BB,LAG3,742.274680400598,4.70103827124573,0,1
untrans,LAG3,543.191788824173,2.71485697841497,6,1
41BB,LAG3,739.696909103571,4.74508623912088,0,2
untrans,LAG3,526.885333279231,2.42479940611669,6,2
untrans,LAG3,765.560875436834,3.83689389989094,0,1
untrans,LAG3,761.239430518234,3.99106702334786,0,2
BAFF-R,LAG3,695.54669479409,4.16348878277942,0,1
untrans,LAG3,543.413758425723,2.57790670497095,15,1
BAFF-R,LAG3,773.011186363316,4.45991990933229,0,2
untrans,LAG3,533.086858728814,2.41361149219542,15,2
,LAG3,,,0,
CD28,LAG3,500.96978483058,3.13972767183311,0,1
untrans,LAG3,522.031333473,2.29219607329715,24,1
CD28,LAG3,478.167649196974,3.02275972529273,0,2
untrans,LAG3,532.124890723589,2.25281422170567,24,2
CD40,LAG3,621.494854880455,3.62085358408341,0,1
untrans,LAG3,595.322312964471,2.63744388305666,33,1
CD40,LAG3,614.475688958398,3.54603294410011,0,2
untrans,LAG3,622.625923248575,2.77057801240425,33,2
KLRG1,LAG3,497.970298601598,2.78290828900266,0,1
KLRG1,LAG3,473.384306911412,2.80214038928677,0,2
TACI,LAG3,550.259922084033,3.18012149409066,0,1
TACI,LAG3,534.920733017327,3.25186771245816,0,2
TNR8,LAG3,695.269552798916,4.04753010941759,0,1
TNR8,LAG3,737.331594354009,5.10921577539858,0,2
zeta,LAG3,549.558082877371,3.24672609821357,0,1
zeta,LAG3,484.212162104581,3.02752449728414,0,2
41BB,PD1,1168.20920061328,4.24283316762702,0,1
untrans,PD1,1038.77725244225,4.17607474673779,6,1
41BB,PD1,1105.91998557735,4.42028818860128,0,2
untrans,PD1,1035.05947598727,4.23172208362363,6,2
untrans,PD1,1082.5860678937,4.14676955160026,0,1
untrans,PD1,1029.98143477894,4.39269221032287,0,2
BAFF-R,PD1,974.793368686925,4.19250172296716,0,1
untrans,PD1,1088.6071006406,3.63403643226714,15,1
BAFF-R,PD1,1011.99302577161,4.82852639862663,0,2
untrans,PD1,1058.62749450653,3.48158122318997,15,2
,PD1,,,0,
CD28,PD1,952.112132547615,3.81898773909749,0,1
untrans,PD1,1089.60898872057,3.42332700995178,24,1
CD28,PD1,989.072966491136,4.06075422931213,0,2
untrans,PD1,1078.23397362608,3.38928411603832,24,2
CD40,PD1,994.305675977339,3.90530710754323,0,1
untrans,PD1,1238.18622525505,2.93893116844866,33,1
CD40,PD1,997.214793346912,4.29058421860266,0,2
untrans,PD1,1216.97543193772,2.98320369518288,33,2
KLRG1,PD1,962.812102329553,3.72577048479555,0,1
KLRG1,PD1,979.996868245596,3.82532752532074,0,2
TACI,PD1,954.232149434162,3.93933588329643,0,1
TACI,PD1,939.964495441965,4.12591804566284,0,2
TNR8,PD1,970.180546985695,3.98686452885696,0,1
TNR8,PD1,955.313808005754,5.1165641698789,0,2
zeta,PD1,932.548316730614,3.6429642768688,0,1
zeta,PD1,912.798277866041,3.91468357015354,0,2
41BB,TIM3,462.921357260418,1.84729251740078,0,1
untrans,TIM3,448.33556115307,1.16303719438385,6,1
untrans,TIM3,360.0571708722,1.77141712727556,15,1
untrans,TIM3,420.595276225497,1.3208175215795,24,1
untrans,TIM3,,,33,1
41BB,TIM3,455.202873460604,2.11684986586801,0,2
untrans,TIM3,435.97681102557,1.11689198353282,6,2
untrans,TIM3,377.517641802695,1.13640071815139,15,2
untrans,TIM3,420.659696869419,1.14034982201975,24,2
untrans,TIM3,,,33,2
untrans,TIM3,497.743310272277,1.3401664151828,0,1
untrans,TIM3,503.913671173876,1.42487371060383,0,2
BAFF-R,TIM3,467.754751032835,1.69265344172083,0,1
BAFF-R,TIM3,485.86192629896,1.78004768452375,0,2
CD28,TIM3,453.118381285419,1.52367165697969,0,1
CD28,TIM3,454.357079662783,1.38595531594122,0,2
CD40,TIM3,480.202889071294,1.71808045534668,0,1
CD40,TIM3,491.162902761736,1.73343981470367,0,2
KLRG1,TIM3,447.848310211181,1.54286088447802,0,1
KLRG1,TIM3,435.683796138711,1.41030674789621,0,2
TACI,TIM3,441.314796706204,1.51704133954521,0,1
TACI,TIM3,440.43918187998,1.41924691409634,0,2
TNR8,TIM3,491.785387848011,2.0322419182387,0,1
TNR8,TIM3,510.572847754911,1.85589482353062,0,2
zeta,TIM3,449.422524856081,1.52840098849211,0,1
zeta,TIM3,446.049817917836,1.42677550948884,0,2
41BB,LAG3,488.50403041205,3.14018929581751,0,1
untrans,LAG3,581.784336424708,3.49543871364933,6,1
untrans,LAG3,560.485312022852,3.53789312441883,15,1
untrans,LAG3,505.217934515679,2.27699520315394,24,1
untrans,LAG3,,,33,1
41BB,LAG3,488.575562745227,3.55801826997832,0,2
untrans,LAG3,498.023328355897,2.57583303218744,6,2
untrans,LAG3,503.652271389806,2.45919465304693,15,2
untrans,LAG3,509.658749009159,2.15543661299927,24,2
untrans,LAG3,,,33,2
untrans,LAG3,500.660925107584,2.49345279715588,0,1
