# Differentiation Arrayed Data: Fig S4H
Domain Name,Measurement Day,Differentiation Status,Donor Name,T Cell Type,K562 Condition,MFI Measurement mean,MFI Measurement standard deviation
CD40,24,Naive,1,cd4,cd19-,0.0922666666666667,0.0864631867714039
CD40,24,TCM,1,cd4,cd19-,0.113133333333333,0.0731085403127888
CD40,24,TEM,1,cd4,cd19-,0.620133333333333,0.27833512654113
CD40,24,TEMRA,1,cd4,cd19-,0.174466666666667,0.119180244447923
KLRG1,24,Naive,1,cd4,cd19-,0.33696,0.156914397045013
KLRG1,24,TCM,1,cd4,cd19-,0.14984,0.00558999105544902
KLRG1,24,TEM,1,cd4,cd19-,0.32424,0.21038832667237
KLRG1,24,TEMRA,1,cd4,cd19-,0.18896,0.0528110594478089
TACI,24,Naive,1,cd4,cd19-,0.256066666666667,0.151930387568342
TACI,24,TCM,1,cd4,cd19-,0.142266666666667,0.0523334946918956
TACI,24,TEM,1,cd4,cd19-,0.400933333333333,0.247661790889646
TACI,24,TEMRA,1,cd4,cd19-,0.200733333333333,0.14809951609194
TNR8,24,Naive,1,cd4,cd19-,0.06168,0.0423966036375557
TNR8,24,TCM,1,cd4,cd19-,0.08568,0.0154671264299481
TNR8,24,TEM,1,cd4,cd19-,0.68328,0.182736619209178
TNR8,24,TEMRA,1,cd4,cd19-,0.16936,0.125492820511773
zeta,24,Naive,1,cd4,cd19-,0.42474333970682,0.208405665253596
zeta,24,TCM,1,cd4,cd19-,0.109777374123646,0.00626423407594052
zeta,24,TEM,1,cd4,cd19-,0.25190643722116,0.2510551529096
zeta,24,TEMRA,1,cd4,cd19-,0.213572848948375,0.0486795229088214
41BB,24,Naive,1,cd8,cd19-,0.1752,0.0101823376490863
41BB,24,TCM,1,cd8,cd19-,0.148,0.00509116882454315
41BB,24,TEM,1,cd8,cd19-,0.2776,0.026021529547665
41BB,24,TEMRA,1,cd8,cd19-,0.3992,0.0209303607231218
BAFF-R,24,Naive,1,cd8,cd19-,0.114266666666667,0.000461880215351698
BAFF-R,24,TCM,1,cd8,cd19-,0.1228,0.013114877048604
BAFF-R,24,TEM,1,cd8,cd19-,0.435733333333333,0.0103871715752332
BAFF-R,24,TEMRA,1,cd8,cd19-,0.3272,0.0146642422238587
CD28,24,Naive,1,cd8,cd19-,0.0326272815399529,0.00894357826687815
CD28,24,TCM,1,cd8,cd19-,0.0520539537460186,0.0122911268432744
CD28,24,TEM,1,cd8,cd19-,0.667340202188063,0.0266002016408699
CD28,24,TEMRA,1,cd8,cd19-,0.247978562525966,0.00979495555631676
CD40,24,Naive,1,cd8,cd19-,0.157333333333333,0.00500133315560294
CD40,24,TCM,1,cd8,cd19-,0.231066666666667,0.00500133315560295
CD40,24,TEM,1,cd8,cd19-,0.3824,0.0177223023335006
CD40,24,TEMRA,1,cd8,cd19-,0.2292,0.0113912246927185
KLRG1,24,Naive,1,cd8,cd19-,0.210516934046346,0.0170764669072551
KLRG1,24,TCM,1,cd8,cd19-,0.063880636429656,0.0142870494484825
KLRG1,24,TEM,1,cd8,cd19-,0.388422549919876,0.0416743517266705
KLRG1,24,TEMRA,1,cd8,cd19-,0.337179879604122,0.0147698553238953
TACI,24,Naive,1,cd8,cd19-,0.0625635627530364,0.0217551170215685
TACI,24,TCM,1,cd8,cd19-,0.0568771929824561,0.01428141900867
TACI,24,TEM,1,cd8,cd19-,0.507490418353576,0.0276650715949736
TACI,24,TEMRA,1,cd8,cd19-,0.373068825910931,0.00507694244809663
TNR8,24,Naive,1,cd8,cd19-,0.0546666666666667,0.00777002788497785
TNR8,24,TCM,1,cd8,cd19-,0.1464,0.00555697759577991
TNR8,24,TEM,1,cd8,cd19-,0.5776,0.0232103425222464
TNR8,24,TEMRA,1,cd8,cd19-,0.221333333333333,0.0104332800850611
zeta,24,Naive,1,cd8,cd19-,0.0843714147132715,0.00503905312324582
zeta,24,TCM,1,cd8,cd19-,0.0744116848415777,0.00958302049301984
zeta,24,TEM,1,cd8,cd19-,0.376069156595504,0.00608269534268132
zeta,24,TEMRA,1,cd8,cd19-,0.465147743849647,0.0140683110842344
41BB,33,Naive,1,cd4,cd19-,0.282121264705788,0.175292827560077
41BB,33,TCM,1,cd4,cd19-,0.142362163586525,0.0702437032937353
41BB,33,TEM,1,cd4,cd19-,0.285197193327485,0.269167907182756
41BB,33,TEMRA,1,cd4,cd19-,0.290319378380202,0.163475834850664
BAFF-R,33,Naive,1,cd4,cd19-,0.225531321695906,0.167172311825765
BAFF-R,33,TCM,1,cd4,cd19-,0.234684386791491,0.0529381424583518
BAFF-R,33,TEM,1,cd4,cd19-,0.417339477801767,0.184877379874439
BAFF-R,33,TEMRA,1,cd4,cd19-,0.122444813710836,0.0703286861220667
CD28,33,Naive,1,cd4,cd19-,0.306585248474281,0.278598879636912
CD28,33,TCM,1,cd4,cd19-,0.292726546269772,0.0817658782849394
CD28,33,TEM,1,cd4,cd19-,0.339507923776311,0.22299582017716
CD28,33,TEMRA,1,cd4,cd19-,0.0611802814796363,0.0276265747240817
CD40,33,Naive,1,cd4,cd19-,0.1287,0.114915563204758
CD40,33,TCM,1,cd4,cd19-,0.1788,0.108650387328655
CD40,33,TEM,1,cd4,cd19-,0.5315,0.293456163676962
CD40,33,TEMRA,1,cd4,cd19-,0.161,0.0700030475527078
KLRG1,33,Naive,1,cd4,cd19-,0.4354,0.0886452104365111
KLRG1,33,TCM,1,cd4,cd19-,0.2214,0.018068019629537
KLRG1,33,TEM,1,cd4,cd19-,0.2604,0.122445743086479
KLRG1,33,TEMRA,1,cd4,cd19-,0.0828,0.0499364930019453
TACI,33,Naive,1,cd4,cd19-,0.2816,0.141806628900062
TACI,33,TCM,1,cd4,cd19-,0.174,0.0443819783245407
TACI,33,TEM,1,cd4,cd19-,0.40744,0.217705599376773
TACI,33,TEMRA,1,cd4,cd19-,0.13696,0.120901480553383
TNR8,33,Naive,1,cd4,cd19-,0.0423507462686567,0.0514069061724946
TNR8,33,TCM,1,cd4,cd19-,0.119617164179104,0.0126520517018791
TNR8,33,TEM,1,cd4,cd19-,0.738463805970149,0.144877211919486
TNR8,33,TEMRA,1,cd4,cd19-,0.0995682835820896,0.0922525801866151
zeta,33,Naive,1,cd4,cd19-,0.366482352941177,0.064038917665577
zeta,33,TCM,1,cd4,cd19-,0.16068035892323,0.114437653873131
zeta,33,TEM,1,cd4,cd19-,0.249650448654038,0.21206068918522
zeta,33,TEMRA,1,cd4,cd19-,0.223186839481555,0.262459425392774
BAFF-R,33,Naive,1,cd8,cd19-,0.0302666666666667,0.00289367125522809
BAFF-R,33,TCM,1,cd8,cd19-,0.0724,0.0136176356244394
BAFF-R,33,TEM,1,cd8,cd19-,0.7052,0.0106658333007787
BAFF-R,33,TEMRA,1,cd8,cd19-,0.192133333333333,0.00794313120459012
CD28,33,Naive,1,cd8,cd19-,0.0157728706624606,
CD28,33,TCM,1,cd8,cd19-,0.0136698212407992,
CD28,33,TEM,1,cd8,cd19-,0.849106203995794,
CD28,33,TEMRA,1,cd8,cd19-,0.121451104100946,
TNR8,33,Naive,1,cd8,cd19-,0.016,0.00509116882454314
TNR8,33,TCM,1,cd8,cd19-,0.0536,0.00339411254969543
TNR8,33,TEM,1,cd8,cd19-,0.7132,0.0158391918985787
TNR8,33,TEMRA,1,cd8,cd19-,0.2172,0.014142135623731
41BB,6,Naive,2,cd4,cd19+,0.21856,0.0927351497545564
41BB,6,TCM,2,cd4,cd19+,0.40848,0.047830868693763
41BB,6,TEM,2,cd4,cd19+,0.29512,0.0871790800593812
41BB,6,TEMRA,2,cd4,cd19+,0.07784,0.034439047605879
BAFF-R,6,Naive,2,cd4,cd19+,0.14704,0.102354521150753
BAFF-R,6,TCM,2,cd4,cd19+,0.34272,0.0263490417283058
BAFF-R,6,TEM,2,cd4,cd19+,0.44768,0.123445988189167
BAFF-R,6,TEMRA,2,cd4,cd19+,0.06256,0.0455803466419465
CD28,6,Naive,2,cd4,cd19+,0.359411649694501,0.238419536325769
CD28,6,TCM,2,cd4,cd19+,0.358815804480652,0.107830465611909
CD28,6,TEM,2,cd4,cd19+,0.228410590631365,0.150151162633651
CD28,6,TEMRA,2,cd4,cd19+,0.0533619551934827,0.0195927453106605
CD40,6,Naive,2,cd4,cd19+,0.14488,0.101675326407148
CD40,6,TCM,2,cd4,cd19+,0.33992,0.0171892989967596
CD40,6,TEM,2,cd4,cd19+,0.45672,0.151452540421084
CD40,6,TEMRA,2,cd4,cd19+,0.05848,0.0390234801113381
KLRG1,6,Naive,2,cd4,cd19+,0.377733333333333,0.111660533164886
KLRG1,6,TCM,2,cd4,cd19+,0.394466666666667,0.0827802552947662
KLRG1,6,TEM,2,cd4,cd19+,0.175866666666667,0.0521853108323278
KLRG1,6,TEMRA,2,cd4,cd19+,0.0519333333333333,0.0216346635441059
TACI,6,Naive,2,cd4,cd19+,0.281466666666667,0.211699359155068
TACI,6,TCM,2,cd4,cd19+,0.406933333333333,0.148975523716705
TACI,6,TEM,2,cd4,cd19+,0.242866666666667,0.112999091441775
TACI,6,TEMRA,2,cd4,cd19+,0.0687333333333333,0.0492344053144411
TNR8,6,Naive,2,cd4,cd19+,0.1264,0.0863722177554797
TNR8,6,TCM,2,cd4,cd19+,0.2831,0.0397074300351962
TNR8,6,TEM,2,cd4,cd19+,0.5208,0.148173231950534
TNR8,6,TEMRA,2,cd4,cd19+,0.0697,0.0226212289674987
zeta,6,Naive,2,cd4,cd19+,0.3202,0.228223855019584
zeta,6,TCM,2,cd4,cd19+,0.427266666666667,0.136194547125304
zeta,6,TEM,2,cd4,cd19+,0.212666666666667,0.104198170169474
zeta,6,TEMRA,2,cd4,cd19+,0.0398666666666667,0.0121501714665542
41BB,6,Naive,2,cd8,cd19+,0.500933333333333,0.0151490373731578
41BB,6,TCM,2,cd8,cd19+,0.0794666666666667,0.00784176850801739
41BB,6,TEM,2,cd8,cd19+,0.0706666666666667,0.00921158690635514
41BB,6,TEMRA,2,cd8,cd19+,0.348933333333333,0.023152825601497
BAFF-R,6,Naive,2,cd8,cd19+,0.2328,0.00643739077577243
BAFF-R,6,TCM,2,cd8,cd19+,0.0541333333333333,0.000461880215351698
BAFF-R,6,TEM,2,cd8,cd19+,0.129866666666667,0.0116573295970103
BAFF-R,6,TEMRA,2,cd8,cd19+,0.5832,0.013114877048604
CD28,6,Naive,2,cd8,cd19+,0.583733333333333,0.0175286432256845
CD28,6,TCM,2,cd8,cd19+,0.177466666666667,0.0156580117937538
CD28,6,TEM,2,cd8,cd19+,0.054,0.00733212111192935
CD28,6,TEMRA,2,cd8,cd19+,0.1848,0.013879481258318
CD40,6,Naive,2,cd8,cd19+,0.391066666666667,0.0188651353913332
CD40,6,TCM,2,cd8,cd19+,0.121466666666667,0.00546015872785155
CD40,6,TEM,2,cd8,cd19+,0.119333333333333,0.0149737548174576
CD40,6,TEMRA,2,cd8,cd19+,0.368133333333333,0.0125560078581265
KLRG1,6,Naive,2,cd8,cd19+,0.445466666666667,0.00323316150746191
KLRG1,6,TCM,2,cd8,cd19+,0.0998666666666667,0.00854478398400646
KLRG1,6,TEM,2,cd8,cd19+,0.136266666666667,0.00320832251080425
KLRG1,6,TEMRA,2,cd8,cd19+,0.3184,0.0113912246927185
TACI,6,Naive,2,cd8,cd19+,0.423866666666667,0.00582866479850517
TACI,6,TCM,2,cd8,cd19+,0.0541333333333333,0.00755071740520947
TACI,6,TEM,2,cd8,cd19+,0.0882666666666667,0.00227449628123093
TACI,6,TEMRA,2,cd8,cd19+,0.433733333333333,0.0150961363710498
TNR8,6,Naive,2,cd8,cd19+,0.28,0.00723325652801006
TNR8,6,TCM,2,cd8,cd19+,0.144266666666667,0.00294844591833281
TNR8,6,TEM,2,cd8,cd19+,0.213733333333333,0.0193714566652416
TNR8,6,TEMRA,2,cd8,cd19+,0.362,0.0137579068175359
zeta,6,Naive,2,cd8,cd19+,0.595066666666667,0.0111163543184505
zeta,6,TCM,2,cd8,cd19+,0.0414666666666667,0.00620107517559119
zeta,6,TEM,2,cd8,cd19+,0.0322666666666667,0.00560475988186232
zeta,6,TEMRA,2,cd8,cd19+,0.3312,0.00159999999999999
41BB,15,Naive,2,cd4,cd19+,0.195466666666667,0.0214090323617549
41BB,15,TCM,2,cd4,cd19+,0.138533333333333,0.0482478047859866
41BB,15,TEM,2,cd4,cd19+,0.3808,0.0683028549915741
41BB,15,TEMRA,2,cd4,cd19+,0.2852,0.0947181080892138
BAFF-R,15,Naive,2,cd4,cd19+,0.186866666666667,0.0302833727756118
BAFF-R,15,TCM,2,cd4,cd19+,0.118666666666667,0.00575036230742609
BAFF-R,15,TEM,2,cd4,cd19+,0.4338,0.041325827275446
BAFF-R,15,TEMRA,2,cd4,cd19+,0.260666666666667,0.0136555727330151
CD28,15,Naive,2,cd4,cd19+,0.3828,0.180722815383117
CD28,15,TCM,2,cd4,cd19+,0.222066666666667,0.0106054074257742
CD28,15,TEM,2,cd4,cd19+,0.242933333333333,0.131172110856945
CD28,15,TEMRA,2,cd4,cd19+,0.1522,0.0405061970567468
CD40,15,Naive,2,cd4,cd19+,0.163341199443345,0.0217771438815367
CD40,15,TCM,2,cd4,cd19+,0.205364626306363,0.0336287989221514
CD40,15,TEM,2,cd4,cd19+,0.445864314621428,0.0515983152445686
CD40,15,TEMRA,2,cd4,cd19+,0.185429859628864,0.00603872946042776
KLRG1,15,Naive,2,cd4,cd19+,0.364,0.056341104000543
KLRG1,15,TCM,2,cd4,cd19+,0.33536,0.0258883757698315
KLRG1,15,TEM,2,cd4,cd19+,0.20976,0.0461983549490672
KLRG1,15,TEMRA,2,cd4,cd19+,0.09088,0.0166118030327836
TACI,15,Naive,2,cd4,cd19+,0.305466666666667,0.0542873343116667
TACI,15,TCM,2,cd4,cd19+,0.159333333333333,0.0156597147696459
TACI,15,TEM,2,cd4,cd19+,0.3008,0.0470336050074838
TACI,15,TEMRA,2,cd4,cd19+,0.2344,0.00867179335547152
TNR8,15,Naive,2,cd4,cd19+,0.0836,0.0491912187285495
TNR8,15,TCM,2,cd4,cd19+,0.1266,0.0260801840484303
TNR8,15,TEM,2,cd4,cd19+,0.6086,0.104587800435806
TNR8,15,TEMRA,2,cd4,cd19+,0.1812,0.0305449177442009
zeta,15,Naive,2,cd4,cd19+,0.42776,0.107298313127467
zeta,15,TCM,2,cd4,cd19+,0.20976,0.00655804849021415
zeta,15,TEM,2,cd4,cd19+,0.18992,0.049942687152375
zeta,15,TEMRA,2,cd4,cd19+,0.17256,0.0574335093825895
41BB,15,Naive,2,cd8,cd19+,0.297733333333333,0.0136019606429858
41BB,15,TCM,2,cd8,cd19+,0.0968,0.00510685813392149
41BB,15,TEM,2,cd8,cd19+,0.134133333333333,0.00272274371422161
41BB,15,TEMRA,2,cd8,cd19+,0.471333333333333,0.0133046357835656
BAFF-R,15,Naive,2,cd8,cd19+,0.100933333333333,0.00166533279957291
BAFF-R,15,TCM,2,cd8,cd19+,0.022,0.0028
BAFF-R,15,TEM,2,cd8,cd19+,0.201733333333333,0.00340196021924615
BAFF-R,15,TEMRA,2,cd8,cd19+,0.675333333333333,0.00480555234425072
CD28,15,Naive,2,cd8,cd19+,0.226533333333333,0.0130128141972954
CD28,15,TCM,2,cd8,cd19+,0.180933333333333,0.00809279514959654
CD28,15,TEM,2,cd8,cd19+,0.2748,0.0124
CD28,15,TEMRA,2,cd8,cd19+,0.317733333333333,0.0161806468762325
CD40,15,Naive,2,cd8,cd19+,0.0886666666666667,0.010440945040241
CD40,15,TCM,2,cd8,cd19+,0.0684,0.00445421149026402
CD40,15,TEM,2,cd8,cd19+,0.396,0.0128187362871697
CD40,15,TEMRA,2,cd8,cd19+,0.446933333333333,0.00727002980278162
KLRG1,15,Naive,2,cd8,cd19+,0.0822,0.000282842712474617
KLRG1,15,TCM,2,cd8,cd19+,0.0312,0.00056568542494924
KLRG1,15,TEM,2,cd8,cd19+,0.4696,0.0181019335983756
KLRG1,15,TEMRA,2,cd8,cd19+,0.417,0.0172534054609518
TACI,15,Naive,2,cd8,cd19+,0.155066666666667,0.00894725283723073
TACI,15,TCM,2,cd8,cd19+,0.0516,0.00564269439186636
TACI,15,TEM,2,cd8,cd19+,0.208533333333333,0.0113795137564543
TACI,15,TEMRA,2,cd8,cd19+,0.5848,0.0220109063875162
TNR8,15,Naive,2,cd8,cd19+,0.0454666666666667,0.00683910325505715
TNR8,15,TCM,2,cd8,cd19+,0.00973333333333333,0.00244404037064311
TNR8,15,TEM,2,cd8,cd19+,0.1856,0.00423320209770335
TNR8,15,TEMRA,2,cd8,cd19+,0.7592,0.00597327380922723
zeta,15,Naive,2,cd8,cd19+,0.2184,0.0212452347598232
zeta,15,TCM,2,cd8,cd19+,0.0450666666666667,0.00683910325505715
zeta,15,TEM,2,cd8,cd19+,0.108666666666667,0.00460144904712997
zeta,15,TEMRA,2,cd8,cd19+,0.627866666666667,0.029110364706292
41BB,24,Naive,2,cd4,cd19+,0.1296,0.0997480826883404
41BB,24,TCM,2,cd4,cd19+,0.03752,0.00940382900737779
41BB,24,TEM,2,cd4,cd19+,0.3968,0.245682722225231
41BB,24,TEMRA,2,cd4,cd19+,0.43608,0.138182893297253
BAFF-R,24,Naive,2,cd4,cd19+,0.1734,0.089772750134251
BAFF-R,24,TCM,2,cd4,cd19+,0.0497,0.00457675285182264
BAFF-R,24,TEM,2,cd4,cd19+,0.3146,0.198628497451901
BAFF-R,24,TEMRA,2,cd4,cd19+,0.4623,0.109077281472052
CD28,24,Naive,2,cd4,cd19+,0.32208,0.258468628657329
CD28,24,TCM,2,cd4,cd19+,0.12184,0.014790807956295
CD28,24,TEM,2,cd4,cd19+,0.308,0.287963608811947
CD28,24,TEMRA,2,cd4,cd19+,0.24808,0.0408111749402048
CD40,24,Naive,2,cd4,cd19+,0.0490854205375945,0.0272973408647102
CD40,24,TCM,2,cd4,cd19+,0.0707386101820885,0.0345950947605517
CD40,24,TEM,2,cd4,cd19+,0.500255196333457,0.179327611728678
CD40,24,TEMRA,2,cd4,cd19+,0.37992077294686,0.117500455297114
KLRG1,24,Naive,2,cd4,cd19+,0.222,0.169875059970556
KLRG1,24,TCM,2,cd4,cd19+,0.209466666666667,0.0213356665390765
KLRG1,24,TEM,2,cd4,cd19+,0.437333333333333,0.216161815931183
KLRG1,24,TEMRA,2,cd4,cd19+,0.1312,0.0264883370561461
TACI,24,Naive,2,cd4,cd19+,0.2438,0.143681314025172
TACI,24,TCM,2,cd4,cd19+,0.0964,0.016502121075789
TACI,24,TEM,2,cd4,cd19+,0.304,0.245135499945098
TACI,24,TEMRA,2,cd4,cd19+,0.3558,0.088887944439427
TNR8,24,Naive,2,cd4,cd19+,0.0673314718429814,0.0697472021709304
TNR8,24,TCM,2,cd4,cd19+,0.0587120444587507,0.0421887301941447
TNR8,24,TEM,2,cd4,cd19+,0.648988582661955,0.224143132644752
TNR8,24,TEMRA,2,cd4,cd19+,0.224967901036313,0.11272853295006
zeta,24,Naive,2,cd4,cd19+,0.31616,0.277318098940549
zeta,24,TCM,2,cd4,cd19+,0.1044,0.0436449309771479
zeta,24,TEM,2,cd4,cd19+,0.37128,0.344468216240628
zeta,24,TEMRA,2,cd4,cd19+,0.20816,0.0236416581482772
41BB,24,Naive,2,cd8,cd19+,0.0910666666666667,0.0193176948245212
41BB,24,TCM,2,cd8,cd19+,0.0854666666666667,0.00960277737601645
41BB,24,TEM,2,cd8,cd19+,0.413466666666667,0.0282908701409718
41BB,24,TEMRA,2,cd8,cd19+,0.41,0.000399999999999984
BAFF-R,24,Naive,2,cd8,cd19+,0.0496,0.00381575680566778
BAFF-R,24,TCM,2,cd8,cd19+,0.0548,0.00554256258422041
BAFF-R,24,TEM,2,cd8,cd19+,0.470266666666667,0.0158862624091802
BAFF-R,24,TEMRA,2,cd8,cd19+,0.425333333333333,0.0182179398762136
CD28,24,Naive,2,cd8,cd19+,0.0444,0.00169705627484771
CD28,24,TCM,2,cd8,cd19+,0.1284,0.0045254833995939
CD28,24,TEM,2,cd8,cd19+,0.6108,0.000565685424949176
CD28,24,TEMRA,2,cd8,cd19+,0.2164,0.00339411254969543
CD40,24,Naive,2,cd8,cd19+,0.0452,0.00567097875150313
CD40,24,TCM,2,cd8,cd19+,0.1092,0.0085135186615171
CD40,24,TEM,2,cd8,cd19+,0.648133333333333,0.00340196021924611
CD40,24,TEMRA,2,cd8,cd19+,0.197466666666667,0.00780085465403204
KLRG1,24,Naive,2,cd8,cd19+,0.0415670730082365,0.00454292727224315
KLRG1,24,TCM,2,cd8,cd19+,0.0203285664827486,0.004146468576265
KLRG1,24,TEM,2,cd8,cd19+,0.469813674255357,0.0207036992809937
KLRG1,24,TEMRA,2,cd8,cd19+,0.468290686253658,0.0157063151969594
TACI,24,Naive,2,cd8,cd19+,0.0798666666666667,0.0100584955800226
TACI,24,TCM,2,cd8,cd19+,0.1184,0.0115377640814848
TACI,24,TEM,2,cd8,cd19+,0.527333333333333,0.0134004975032024
TACI,24,TEMRA,2,cd8,cd19+,0.2744,0.0164292422223303
TNR8,24,Naive,2,cd8,cd19+,0.038,0.0113137084989848
TNR8,24,TCM,2,cd8,cd19+,0.026,0.00339411254969543
TNR8,24,TEM,2,cd8,cd19+,0.4104,0.0339411254969543
TNR8,24,TEMRA,2,cd8,cd19+,0.5256,0.0192333044482741
41BB,33,Naive,2,cd4,cd19+,0.110775988349,0.0706576063998746
41BB,33,TCM,2,cd4,cd19+,0.0737346184738956,0.0376040137978918
41BB,33,TEM,2,cd4,cd19+,0.374571128469924,0.220191442881071
41BB,33,TEMRA,2,cd4,cd19+,0.44091826470718,0.186174689469689
BAFF-R,33,Naive,2,cd4,cd19+,0.121068539325843,0.107268565910542
BAFF-R,33,TCM,2,cd4,cd19+,0.101094382022472,0.0141986012008021
BAFF-R,33,TEM,2,cd4,cd19+,0.526040449438202,0.234215838126444
BAFF-R,33,TEMRA,2,cd4,cd19+,0.251796629213483,0.114889615352567
CD28,33,Naive,2,cd4,cd19+,0.323844744260888,0.295664307539349
CD28,33,TCM,2,cd4,cd19+,0.130632198416653,0.00960731012390518
CD28,33,TEM,2,cd4,cd19+,0.326584405734331,0.297933834313749
CD28,33,TEMRA,2,cd4,cd19+,0.218938651588128,0.0130646867984473
CD40,33,Naive,2,cd4,cd19+,0.0209,0.0145194122929729
CD40,33,TCM,2,cd4,cd19+,0.0319,0.0214074753298935
CD40,33,TEM,2,cd4,cd19+,0.7706,0.153004575094995
CD40,33,TEMRA,2,cd4,cd19+,0.1766,0.117935349521111
KLRG1,33,Naive,2,cd4,cd19+,0.402895670995671,0.234871667482672
KLRG1,33,TCM,2,cd4,cd19+,0.191566107503608,0.059284595578816
KLRG1,33,TEM,2,cd4,cd19+,0.269502687590188,0.229940335687793
KLRG1,33,TEMRA,2,cd4,cd19+,0.136035533910534,0.0580069642416366
TACI,33,Naive,2,cd4,cd19+,0.2932,0.220318315171481
TACI,33,TCM,2,cd4,cd19+,0.1412,0.00144222051018559
TACI,33,TEM,2,cd4,cd19+,0.34,0.251189490226004
TACI,33,TEMRA,2,cd4,cd19+,0.2256,0.0298663690461362
TNR8,33,Naive,2,cd4,cd19+,0.107676535339642,0.0707756289779714
TNR8,33,TCM,2,cd4,cd19+,0.0968301094122242,0.0558394068335431
TNR8,33,TEM,2,cd4,cd19+,0.506830702419318,0.240422685641231
TNR8,33,TEMRA,2,cd4,cd19+,0.288662652828816,0.131784732814645
zeta,33,Naive,2,cd4,cd19+,0.196152695899511,0.31209762259852
zeta,33,TCM,2,cd4,cd19+,0.0796302328658063,0.0076019246104508
zeta,33,TEM,2,cd4,cd19+,0.438664855855664,0.267566669185984
zeta,33,TEMRA,2,cd4,cd19+,0.285552215379018,0.0389335311172754
41BB,33,Naive,2,cd8,cd19+,0.0072,0.00565685424949238
41BB,33,TCM,2,cd8,cd19+,0.0218,0.005939696961967
41BB,33,TEM,2,cd8,cd19+,0.6524,0.0231931024229187
41BB,33,TEMRA,2,cd8,cd19+,0.3186,0.0115965512114594
BAFF-R,33,Naive,2,cd8,cd19+,0.0084,
BAFF-R,33,TCM,2,cd8,cd19+,0.026,
BAFF-R,33,TEM,2,cd8,cd19+,0.7192,
BAFF-R,33,TEMRA,2,cd8,cd19+,0.2464,
CD28,33,Naive,2,cd8,cd19+,0.00413333333333333,0.000461880215351701
CD28,33,TCM,2,cd8,cd19+,0.0190666666666667,0.00260256283945908
CD28,33,TEM,2,cd8,cd19+,0.822,0.0102058806577384
CD28,33,TEMRA,2,cd8,cd19+,0.1548,0.00832346081867392
CD40,33,Naive,2,cd8,cd19+,0.0036,0.0012
CD40,33,TCM,2,cd8,cd19+,0.0354666666666667,0.00128582010146573
CD40,33,TEM,2,cd8,cd19+,0.8484,0.00520000000000004
CD40,33,TEMRA,2,cd8,cd19+,0.112533333333333,0.00704651213958603
TACI,33,Naive,2,cd8,cd19+,0.0036,
TACI,33,TCM,2,cd8,cd19+,0.0236,
TACI,33,TEM,2,cd8,cd19+,0.7276,
TACI,33,TEMRA,2,cd8,cd19+,0.2452,
TNR8,33,Naive,2,cd8,cd19+,0.0056,
TNR8,33,TCM,2,cd8,cd19+,0.01,
TNR8,33,TEM,2,cd8,cd19+,0.5716,
TNR8,33,TEMRA,2,cd8,cd19+,0.4128,
41BB,6,Naive,2,cd4,cd19-,0.22448,0.0851865717117434
41BB,6,TCM,2,cd4,cd19-,0.3432,0.0609832763960744
41BB,6,TEM,2,cd4,cd19-,0.34984,0.162423052551046
41BB,6,TEMRA,2,cd4,cd19-,0.08248,0.0287073509749681
BAFF-R,6,Naive,2,cd4,cd19-,0.2044,0.0517663983680534
BAFF-R,6,TCM,2,cd4,cd19-,0.3032,0.0195591410854362
BAFF-R,6,TEM,2,cd4,cd19-,0.418,0.0965836425074143
BAFF-R,6,TEMRA,2,cd4,cd19-,0.0744,0.0351203644628014
CD28,6,Naive,2,cd4,cd19-,0.446709708078751,0.0953610729144509
CD28,6,TCM,2,cd4,cd19-,0.349813170400543,0.0778128265361626
CD28,6,TEM,2,cd4,cd19-,0.153875492192804,0.038820596436239
CD28,6,TEMRA,2,cd4,cd19-,0.0496016293279022,0.0199584778662815
CD40,6,Naive,2,cd4,cd19-,0.16976,0.0792008080766857
CD40,6,TCM,2,cd4,cd19-,0.31608,0.0337157529947056
CD40,6,TEM,2,cd4,cd19-,0.44872,0.143936208092335
CD40,6,TEMRA,2,cd4,cd19-,0.06544,0.0328117052284699
KLRG1,6,Naive,2,cd4,cd19-,0.394666666666667,0.0932638979813018
KLRG1,6,TCM,2,cd4,cd19-,0.374666666666667,0.0624531397662813
KLRG1,6,TEM,2,cd4,cd19-,0.1756,0.051376570535605
KLRG1,6,TEMRA,2,cd4,cd19-,0.0550666666666667,0.0182439761747999
TACI,6,Naive,2,cd4,cd19-,0.384933333333333,0.0989447253099763
TACI,6,TCM,2,cd4,cd19-,0.316733333333333,0.0497362108193484
TACI,6,TEM,2,cd4,cd19-,0.215533333333333,0.0837460606038676
TACI,6,TEMRA,2,cd4,cd19-,0.0828,0.0341413532244989
TNR8,6,Naive,2,cd4,cd19-,0.1127,0.0954665037242557
TNR8,6,TCM,2,cd4,cd19-,0.2413,0.0688816376111951
TNR8,6,TEM,2,cd4,cd19-,0.5809,0.188089446806566
TNR8,6,TEMRA,2,cd4,cd19-,0.0651,0.0260366408483634
zeta,6,Naive,2,cd4,cd19-,0.441,0.0961238367940024
zeta,6,TCM,2,cd4,cd19-,0.338066666666667,0.0393112028137866
zeta,6,TEM,2,cd4,cd19-,0.171933333333333,0.0597982831414637
zeta,6,TEMRA,2,cd4,cd19-,0.049,0.00650784142400535
41BB,6,Naive,2,cd8,cd19-,0.5226,0.0478004184082106
41BB,6,TCM,2,cd8,cd19-,0.0318,0.0161220346110533
