"# Domain abundance data: Fig 2C, 3C, S3D"
Domain Name,"Sort Group (Subset, Sort, Donor, Replicate)",Donor Name,T Cell Type,K562 Condition,Number of inferred cells for Domain,CAR abundance relative to baseline,Days of expansion,Adjusted p-value
KLRG1,prolif2_d1_24d_CTV3_CD8_neg,d1,CD8,neg,1325165,1.18040405833861,24,6.21776490771725e-09
KLRG1,prolif1_d2_4d_CTV1_CD4_neg,d2,CD4,neg,14664,0.668158807636288,4,6.21776490771725e-09
KLRG1,prolif1_d2_14d_CTV2_CD4_neg,d2,CD4,neg,14664,0.566646587068807,14,6.21776490771725e-09
KLRG1,prolif2_d2_3d_CTV1_CD4_neg,d2,CD4,neg,30082,0.785881736396482,3,6.21776490771725e-09
KLRG1,prolif1_d2_4d_CTV1_CD4_neg,d2,CD4,neg,95426,0.668158807636288,4,6.21776490771725e-09
KLRG1,prolif1_d2_14d_CTV2_CD4_neg,d2,CD4,neg,95426,0.566646587068807,14,6.21776490771725e-09
KLRG1,prolif2_d2_3d_CTV1_CD4_neg,d2,CD4,neg,117707,0.785881736396482,3,6.21776490771725e-09
KLRG1,prolif1_d2_4d_CTV1_CD4_neg,d2,CD4,neg,136970,0.668158807636288,4,6.21776490771725e-09
KLRG1,prolif1_d2_14d_CTV2_CD4_neg,d2,CD4,neg,136970,0.566646587068807,14,6.21776490771725e-09
KLRG1,prolif2_d2_3d_CTV1_CD4_neg,d2,CD4,neg,263644,0.785881736396482,3,6.21776490771725e-09
KLRG1,prolif1_d2_4d_CTV1_CD4_neg,d2,CD4,neg,598187,0.668158807636288,4,6.21776490771725e-09
KLRG1,prolif1_d2_14d_CTV2_CD4_neg,d2,CD4,neg,598187,0.566646587068807,14,6.21776490771725e-09
KLRG1,prolif2_d2_3d_CTV1_CD4_neg,d2,CD4,neg,213141,0.785881736396482,3,6.21776490771725e-09
KLRG1,prolif1_d2_24d_CTV3_CD4_neg,d2,CD4,neg,5363,1.07971288942661,24,6.21776490771725e-09
KLRG1,prolif1_d2_4d_CTV1_CD8_neg,d2,CD8,neg,93821,1.51632841537386,4,6.21776490771725e-09
KLRG1,prolif2_d2_4d_CTV1_CD8_neg,d2,CD8,neg,6037,0.829521177276773,4,6.21776490771725e-09
KLRG1,prolif1_d2_4d_CTV1_CD8_neg,d2,CD8,neg,250650,1.51632841537386,4,6.21776490771725e-09
KLRG1,prolif1_d2_14d_CTV2_CD8_neg,d2,CD8,neg,18840,0.791600713653111,14,6.21776490771725e-09
KLRG1,prolif2_d2_4d_CTV1_CD8_neg,d2,CD8,neg,103629,0.829521177276773,4,6.21776490771725e-09
KLRG1,prolif2_d2_16d_CTV2_CD8_neg,d2,CD8,neg,44487,0.858204366110381,16,6.21776490771725e-09
KLRG1,prolif2_d2_24d_CTV3_CD8_neg,d2,CD8,neg,14361,0.572121521242114,24,6.21776490771725e-09
KLRG1,prolif1_d2_4d_CTV1_CD8_neg,d2,CD8,neg,217025,1.51632841537386,4,6.21776490771725e-09
KLRG1,prolif1_d2_14d_CTV2_CD8_neg,d2,CD8,neg,88934,0.791600713653111,14,6.21776490771725e-09
KLRG1,prolif2_d2_4d_CTV1_CD8_neg,d2,CD8,neg,1423971,0.829521177276773,4,6.21776490771725e-09
KLRG1,prolif1_d2_24d_CTV3_CD8_neg,d2,CD8,neg,7847,0.896801234576816,24,6.21776490771725e-09
KLRG1,prolif2_d2_16d_CTV2_CD8_neg,d2,CD8,neg,687983,0.858204366110381,16,6.21776490771725e-09
KLRG1,prolif2_d2_24d_CTV3_CD8_neg,d2,CD8,neg,168368,0.572121521242114,24,6.21776490771725e-09
KLRG1,prolif1_d2_4d_CTV1_CD8_neg,d2,CD8,neg,331861,1.51632841537386,4,6.21776490771725e-09
KLRG1,prolif1_d2_14d_CTV2_CD8_neg,d2,CD8,neg,498262,0.791600713653111,14,6.21776490771725e-09
KLRG1,prolif2_d2_4d_CTV1_CD8_neg,d2,CD8,neg,1270960,0.829521177276773,4,6.21776490771725e-09
KLRG1,prolif1_d2_24d_CTV3_CD8_neg,d2,CD8,neg,24324,0.896801234576816,24,6.21776490771725e-09
KLRG1,prolif2_d2_16d_CTV2_CD8_neg,d2,CD8,neg,1318836,0.858204366110381,16,6.21776490771725e-09
KLRG1,prolif2_d2_24d_CTV3_CD8_neg,d2,CD8,neg,1238524,0.572121521242114,24,6.21776490771725e-09
TACI,prolif2_d1_3d_CTV1_CD4_neg,d1,CD4,neg,61366,1.10147819799633,3,3.46740792811343e-08
TACI,prolif2_d1_3d_CTV1_CD4_neg,d1,CD4,neg,247698,1.10147819799633,3,3.46740792811343e-08
TACI,prolif2_d1_16d_CTV2_CD4_neg,d1,CD4,neg,20594,1.63010787624096,16,3.46740792811343e-08
TACI,prolif2_d1_24d_CTV3_CD4_neg,d1,CD4,neg,9608,1.70842989458179,24,3.46740792811343e-08
TACI,prolif2_d1_3d_CTV1_CD4_neg,d1,CD4,neg,694982,1.10147819799633,3,3.46740792811343e-08
TACI,prolif2_d1_16d_CTV2_CD4_neg,d1,CD4,neg,108590,1.63010787624096,16,3.46740792811343e-08
TACI,prolif2_d1_24d_CTV3_CD4_neg,d1,CD4,neg,68455,1.70842989458179,24,3.46740792811343e-08
TACI,prolif2_d1_3d_CTV1_CD4_neg,d1,CD4,neg,486438,1.10147819799633,3,3.46740792811343e-08
TACI,prolif2_d1_16d_CTV2_CD4_neg,d1,CD4,neg,695906,1.63010787624096,16,3.46740792811343e-08
TACI,prolif2_d1_24d_CTV3_CD4_neg,d1,CD4,neg,225958,1.70842989458179,24,3.46740792811343e-08
TACI,prolif2_d1_16d_CTV2_CD8_neg,d1,CD8,neg,9218,2.6297722356758,16,3.46740792811343e-08
TACI,prolif2_d1_16d_CTV2_CD8_neg,d1,CD8,neg,120793,2.6297722356758,16,3.46740792811343e-08
TACI,prolif2_d1_24d_CTV3_CD8_neg,d1,CD8,neg,28188,3.11434083339087,24,3.46740792811343e-08
TACI,prolif2_d1_16d_CTV2_CD8_neg,d1,CD8,neg,782055,2.6297722356758,16,3.46740792811343e-08
TACI,prolif2_d1_24d_CTV3_CD8_neg,d1,CD8,neg,381486,3.11434083339087,24,3.46740792811343e-08
TACI,prolif2_d1_16d_CTV2_CD8_neg,d1,CD8,neg,1324486,2.6297722356758,16,3.46740792811343e-08
TACI,prolif2_d1_24d_CTV3_CD8_neg,d1,CD8,neg,1325165,3.11434083339087,24,3.46740792811343e-08
TACI,prolif1_d2_4d_CTV1_CD4_neg,d2,CD4,neg,14664,1.13346696442413,4,3.46740792811343e-08
TACI,prolif1_d2_14d_CTV2_CD4_neg,d2,CD4,neg,14664,1.67866182140944,14,3.46740792811343e-08
TACI,prolif2_d2_3d_CTV1_CD4_neg,d2,CD4,neg,30082,1.27340442929891,3,3.46740792811343e-08
TACI,prolif1_d2_4d_CTV1_CD4_neg,d2,CD4,neg,95426,1.13346696442413,4,3.46740792811343e-08
TACI,prolif1_d2_14d_CTV2_CD4_neg,d2,CD4,neg,95426,1.67866182140944,14,3.46740792811343e-08
TACI,prolif2_d2_3d_CTV1_CD4_neg,d2,CD4,neg,117707,1.27340442929891,3,3.46740792811343e-08
TACI,prolif1_d2_4d_CTV1_CD4_neg,d2,CD4,neg,136970,1.13346696442413,4,3.46740792811343e-08
TACI,prolif1_d2_14d_CTV2_CD4_neg,d2,CD4,neg,136970,1.67866182140944,14,3.46740792811343e-08
TACI,prolif2_d2_3d_CTV1_CD4_neg,d2,CD4,neg,263644,1.27340442929891,3,3.46740792811343e-08
TACI,prolif1_d2_4d_CTV1_CD4_neg,d2,CD4,neg,598187,1.13346696442413,4,3.46740792811343e-08
TACI,prolif1_d2_14d_CTV2_CD4_neg,d2,CD4,neg,598187,1.67866182140944,14,3.46740792811343e-08
TACI,prolif2_d2_3d_CTV1_CD4_neg,d2,CD4,neg,213141,1.27340442929891,3,3.46740792811343e-08
TACI,prolif1_d2_24d_CTV3_CD4_neg,d2,CD4,neg,5363,1.72637033502904,24,3.46740792811343e-08
TACI,prolif1_d2_4d_CTV1_CD8_neg,d2,CD8,neg,93821,1.28459966102236,4,3.46740792811343e-08
TACI,prolif2_d2_4d_CTV1_CD8_neg,d2,CD8,neg,6037,1.46992866464871,4,3.46740792811343e-08
TACI,prolif1_d2_4d_CTV1_CD8_neg,d2,CD8,neg,250650,1.28459966102236,4,3.46740792811343e-08
TACI,prolif1_d2_14d_CTV2_CD8_neg,d2,CD8,neg,18840,2.72864404135886,14,3.46740792811343e-08
TACI,prolif2_d2_4d_CTV1_CD8_neg,d2,CD8,neg,103629,1.46992866464871,4,3.46740792811343e-08
TACI,prolif2_d2_16d_CTV2_CD8_neg,d2,CD8,neg,44487,2.2338958723818,16,3.46740792811343e-08
TACI,prolif2_d2_24d_CTV3_CD8_neg,d2,CD8,neg,14361,2.71458710259508,24,3.46740792811343e-08
TACI,prolif1_d2_4d_CTV1_CD8_neg,d2,CD8,neg,217025,1.28459966102236,4,3.46740792811343e-08
TACI,prolif1_d2_14d_CTV2_CD8_neg,d2,CD8,neg,88934,2.72864404135886,14,3.46740792811343e-08
TACI,prolif2_d2_4d_CTV1_CD8_neg,d2,CD8,neg,1423971,1.46992866464871,4,3.46740792811343e-08
TACI,prolif1_d2_24d_CTV3_CD8_neg,d2,CD8,neg,7847,2.7112732393556,24,3.46740792811343e-08
TACI,prolif2_d2_16d_CTV2_CD8_neg,d2,CD8,neg,687983,2.2338958723818,16,3.46740792811343e-08
TACI,prolif2_d2_24d_CTV3_CD8_neg,d2,CD8,neg,168368,2.71458710259508,24,3.46740792811343e-08
TACI,prolif1_d2_4d_CTV1_CD8_neg,d2,CD8,neg,331861,1.28459966102236,4,3.46740792811343e-08
TACI,prolif1_d2_14d_CTV2_CD8_neg,d2,CD8,neg,498262,2.72864404135886,14,3.46740792811343e-08
TACI,prolif2_d2_4d_CTV1_CD8_neg,d2,CD8,neg,1270960,1.46992866464871,4,3.46740792811343e-08
TACI,prolif1_d2_24d_CTV3_CD8_neg,d2,CD8,neg,24324,2.7112732393556,24,3.46740792811343e-08
TACI,prolif2_d2_16d_CTV2_CD8_neg,d2,CD8,neg,1318836,2.2338958723818,16,3.46740792811343e-08
TACI,prolif2_d2_24d_CTV3_CD8_neg,d2,CD8,neg,1238524,2.71458710259508,24,3.46740792811343e-08
CD30,prolif2_d1_3d_CTV1_CD4_neg,d1,CD4,neg,61366,1.55225976845804,3,1.1570104799041e-16
CD30,prolif2_d1_3d_CTV1_CD4_neg,d1,CD4,neg,247698,1.55225976845804,3,1.1570104799041e-16
CD30,prolif2_d1_16d_CTV2_CD4_neg,d1,CD4,neg,20594,2.23575100666454,16,1.1570104799041e-16
CD30,prolif2_d1_24d_CTV3_CD4_neg,d1,CD4,neg,9608,2.85058014944444,24,1.1570104799041e-16
CD30,prolif2_d1_3d_CTV1_CD4_neg,d1,CD4,neg,694982,1.55225976845804,3,1.1570104799041e-16
CD30,prolif2_d1_16d_CTV2_CD4_neg,d1,CD4,neg,108590,2.23575100666454,16,1.1570104799041e-16
CD30,prolif2_d1_24d_CTV3_CD4_neg,d1,CD4,neg,68455,2.85058014944444,24,1.1570104799041e-16
CD30,prolif2_d1_3d_CTV1_CD4_neg,d1,CD4,neg,486438,1.55225976845804,3,1.1570104799041e-16
CD30,prolif2_d1_16d_CTV2_CD4_neg,d1,CD4,neg,695906,2.23575100666454,16,1.1570104799041e-16
CD30,prolif2_d1_24d_CTV3_CD4_neg,d1,CD4,neg,225958,2.85058014944444,24,1.1570104799041e-16
CD30,prolif2_d1_16d_CTV2_CD8_neg,d1,CD8,neg,9218,2.03638931733904,16,1.1570104799041e-16
CD30,prolif2_d1_16d_CTV2_CD8_neg,d1,CD8,neg,120793,2.03638931733904,16,1.1570104799041e-16
CD30,prolif2_d1_24d_CTV3_CD8_neg,d1,CD8,neg,28188,1.92821961910382,24,1.1570104799041e-16
CD30,prolif2_d1_16d_CTV2_CD8_neg,d1,CD8,neg,782055,2.03638931733904,16,1.1570104799041e-16
CD30,prolif2_d1_24d_CTV3_CD8_neg,d1,CD8,neg,381486,1.92821961910382,24,1.1570104799041e-16
CD30,prolif2_d1_16d_CTV2_CD8_neg,d1,CD8,neg,1324486,2.03638931733904,16,1.1570104799041e-16
CD30,prolif2_d1_24d_CTV3_CD8_neg,d1,CD8,neg,1325165,1.92821961910382,24,1.1570104799041e-16
CD30,prolif1_d2_4d_CTV1_CD4_neg,d2,CD4,neg,14664,1.40926113873595,4,1.1570104799041e-16
CD30,prolif1_d2_14d_CTV2_CD4_neg,d2,CD4,neg,14664,1.25789368594106,14,1.1570104799041e-16
CD30,prolif2_d2_3d_CTV1_CD4_neg,d2,CD4,neg,30082,0.711707468642281,3,1.1570104799041e-16
CD30,prolif1_d2_4d_CTV1_CD4_neg,d2,CD4,neg,95426,1.40926113873595,4,1.1570104799041e-16
CD30,prolif1_d2_14d_CTV2_CD4_neg,d2,CD4,neg,95426,1.25789368594106,14,1.1570104799041e-16
CD30,prolif2_d2_3d_CTV1_CD4_neg,d2,CD4,neg,117707,0.711707468642281,3,1.1570104799041e-16
CD30,prolif1_d2_4d_CTV1_CD4_neg,d2,CD4,neg,136970,1.40926113873595,4,1.1570104799041e-16
CD30,prolif1_d2_14d_CTV2_CD4_neg,d2,CD4,neg,136970,1.25789368594106,14,1.1570104799041e-16
CD30,prolif2_d2_3d_CTV1_CD4_neg,d2,CD4,neg,263644,0.711707468642281,3,1.1570104799041e-16
CD30,prolif1_d2_4d_CTV1_CD4_neg,d2,CD4,neg,598187,1.40926113873595,4,1.1570104799041e-16
CD30,prolif1_d2_14d_CTV2_CD4_neg,d2,CD4,neg,598187,1.25789368594106,14,1.1570104799041e-16
CD30,prolif2_d2_3d_CTV1_CD4_neg,d2,CD4,neg,213141,0.711707468642281,3,1.1570104799041e-16
CD30,prolif1_d2_24d_CTV3_CD4_neg,d2,CD4,neg,5363,0.852933793137114,24,1.1570104799041e-16
CD30,prolif1_d2_4d_CTV1_CD8_neg,d2,CD8,neg,93821,1.50133712414758,4,1.1570104799041e-16
CD30,prolif2_d2_4d_CTV1_CD8_neg,d2,CD8,neg,6037,1.33818566442148,4,1.1570104799041e-16
CD30,prolif1_d2_4d_CTV1_CD8_neg,d2,CD8,neg,250650,1.50133712414758,4,1.1570104799041e-16
CD30,prolif1_d2_14d_CTV2_CD8_neg,d2,CD8,neg,18840,2.36206366553817,14,1.1570104799041e-16
CD30,prolif2_d2_4d_CTV1_CD8_neg,d2,CD8,neg,103629,1.33818566442148,4,1.1570104799041e-16
CD30,prolif2_d2_16d_CTV2_CD8_neg,d2,CD8,neg,44487,2.09810061040811,16,1.1570104799041e-16
CD30,prolif2_d2_24d_CTV3_CD8_neg,d2,CD8,neg,14361,2.18635196871221,24,1.1570104799041e-16
CD30,prolif1_d2_4d_CTV1_CD8_neg,d2,CD8,neg,217025,1.50133712414758,4,1.1570104799041e-16
CD30,prolif1_d2_14d_CTV2_CD8_neg,d2,CD8,neg,88934,2.36206366553817,14,1.1570104799041e-16
CD30,prolif2_d2_4d_CTV1_CD8_neg,d2,CD8,neg,1423971,1.33818566442148,4,1.1570104799041e-16
CD30,prolif1_d2_24d_CTV3_CD8_neg,d2,CD8,neg,7847,1.35239721980405,24,1.1570104799041e-16
CD30,prolif2_d2_16d_CTV2_CD8_neg,d2,CD8,neg,687983,2.09810061040811,16,1.1570104799041e-16
CD30,prolif2_d2_24d_CTV3_CD8_neg,d2,CD8,neg,168368,2.18635196871221,24,1.1570104799041e-16
CD30,prolif1_d2_4d_CTV1_CD8_neg,d2,CD8,neg,331861,1.50133712414758,4,1.1570104799041e-16
CD30,prolif1_d2_14d_CTV2_CD8_neg,d2,CD8,neg,498262,2.36206366553817,14,1.1570104799041e-16
CD30,prolif2_d2_4d_CTV1_CD8_neg,d2,CD8,neg,1270960,1.33818566442148,4,1.1570104799041e-16
CD30,prolif1_d2_24d_CTV3_CD8_neg,d2,CD8,neg,24324,1.35239721980405,24,1.1570104799041e-16
CD30,prolif2_d2_16d_CTV2_CD8_neg,d2,CD8,neg,1318836,2.09810061040811,16,1.1570104799041e-16
CD30,prolif2_d2_24d_CTV3_CD8_neg,d2,CD8,neg,1238524,2.18635196871221,24,1.1570104799041e-16
4-1BB,prolif2_d1_0h_baseline_CD4_NA,d1,CD4,neg,1e+05,1,0,0.000196375634860501
4-1BB,prolif2_d1_0h_baseline_CD8_NA,d1,CD8,neg,1e+05,1,0,0.000196375634860501
4-1BB,prolif1_d2_0h_baseline_CD4_NA,d2,CD4,neg,1e+05,1,0,0.000196375634860501
4-1BB,prolif2_d2_0h_baseline_CD4_NA,d2,CD4,neg,1e+05,1,0,0.000196375634860501
4-1BB,prolif1_d2_0h_baseline_CD8_NA,d2,CD8,neg,1e+05,1,0,0.000196375634860501
4-1BB,prolif2_d2_0h_baseline_CD8_NA,d2,CD8,neg,1e+05,1,0,0.000196375634860501
BAFF-R,prolif2_d1_0h_baseline_CD4_NA,d1,CD4,neg,1e+05,1,0,1.62805588382237e-06
BAFF-R,prolif2_d1_0h_baseline_CD8_NA,d1,CD8,neg,1e+05,1,0,1.62805588382237e-06
BAFF-R,prolif1_d2_0h_baseline_CD4_NA,d2,CD4,neg,1e+05,1,0,1.62805588382237e-06
BAFF-R,prolif2_d2_0h_baseline_CD4_NA,d2,CD4,neg,1e+05,1,0,1.62805588382237e-06
BAFF-R,prolif1_d2_0h_baseline_CD8_NA,d2,CD8,neg,1e+05,1,0,1.62805588382237e-06
BAFF-R,prolif2_d2_0h_baseline_CD8_NA,d2,CD8,neg,1e+05,1,0,1.62805588382237e-06
CD28,prolif2_d1_0h_baseline_CD4_NA,d1,CD4,neg,1e+05,1,0,0.550576475542457
CD28,prolif2_d1_0h_baseline_CD8_NA,d1,CD8,neg,1e+05,1,0,0.550576475542457
CD28,prolif1_d2_0h_baseline_CD4_NA,d2,CD4,neg,1e+05,1,0,0.550576475542457
CD28,prolif2_d2_0h_baseline_CD4_NA,d2,CD4,neg,1e+05,1,0,0.550576475542457
CD28,prolif1_d2_0h_baseline_CD8_NA,d2,CD8,neg,1e+05,1,0,0.550576475542457
CD28,prolif2_d2_0h_baseline_CD8_NA,d2,CD8,neg,1e+05,1,0,0.550576475542457
CD40,prolif2_d1_0h_baseline_CD4_NA,d1,CD4,neg,1e+05,1,0,3.10057910470268e-09
CD40,prolif2_d1_0h_baseline_CD8_NA,d1,CD8,neg,1e+05,1,0,3.10057910470268e-09
CD40,prolif1_d2_0h_baseline_CD4_NA,d2,CD4,neg,1e+05,1,0,3.10057910470268e-09
CD40,prolif2_d2_0h_baseline_CD4_NA,d2,CD4,neg,1e+05,1,0,3.10057910470268e-09
CD40,prolif1_d2_0h_baseline_CD8_NA,d2,CD8,neg,1e+05,1,0,3.10057910470268e-09
CD40,prolif2_d2_0h_baseline_CD8_NA,d2,CD8,neg,1e+05,1,0,3.10057910470268e-09
KLRG1,prolif2_d1_0h_baseline_CD4_NA,d1,CD4,neg,1e+05,1,0,6.21776490771725e-09
KLRG1,prolif2_d1_0h_baseline_CD8_NA,d1,CD8,neg,1e+05,1,0,6.21776490771725e-09
KLRG1,prolif1_d2_0h_baseline_CD4_NA,d2,CD4,neg,1e+05,1,0,6.21776490771725e-09
KLRG1,prolif2_d2_0h_baseline_CD4_NA,d2,CD4,neg,1e+05,1,0,6.21776490771725e-09
KLRG1,prolif1_d2_0h_baseline_CD8_NA,d2,CD8,neg,1e+05,1,0,6.21776490771725e-09
KLRG1,prolif2_d2_0h_baseline_CD8_NA,d2,CD8,neg,1e+05,1,0,6.21776490771725e-09
TACI,prolif2_d1_0h_baseline_CD4_NA,d1,CD4,neg,1e+05,1,0,3.46740792811343e-08
TACI,prolif2_d1_0h_baseline_CD8_NA,d1,CD8,neg,1e+05,1,0,3.46740792811343e-08
TACI,prolif1_d2_0h_baseline_CD4_NA,d2,CD4,neg,1e+05,1,0,3.46740792811343e-08
TACI,prolif2_d2_0h_baseline_CD4_NA,d2,CD4,neg,1e+05,1,0,3.46740792811343e-08
TACI,prolif1_d2_0h_baseline_CD8_NA,d2,CD8,neg,1e+05,1,0,3.46740792811343e-08
TACI,prolif2_d2_0h_baseline_CD8_NA,d2,CD8,neg,1e+05,1,0,3.46740792811343e-08
CD30,prolif2_d1_0h_baseline_CD4_NA,d1,CD4,neg,1e+05,1,0,1.1570104799041e-16
CD30,prolif2_d1_0h_baseline_CD8_NA,d1,CD8,neg,1e+05,1,0,1.1570104799041e-16
CD30,prolif1_d2_0h_baseline_CD4_NA,d2,CD4,neg,1e+05,1,0,1.1570104799041e-16
CD30,prolif2_d2_0h_baseline_CD4_NA,d2,CD4,neg,1e+05,1,0,1.1570104799041e-16
CD30,prolif1_d2_0h_baseline_CD8_NA,d2,CD8,neg,1e+05,1,0,1.1570104799041e-16
CD30,prolif2_d2_0h_baseline_CD8_NA,d2,CD8,neg,1e+05,1,0,1.1570104799041e-16
4-1BB,prolif2_d1_3d_CTV1_CD4_pos,d1,CD4,pos,238500,0.779080194626324,3,0.000196375634860501
4-1BB,prolif2_d1_16d_CTV2_CD4_pos,d1,CD4,pos,602595,2.25855776573978,16,0.000196375634860501
4-1BB,prolif2_d1_24d_CTV3_CD4_pos,d1,CD4,pos,703827,3.2918661633413,24,0.000196375634860501
4-1BB,prolif2_d1_3d_CTV1_CD4_pos,d1,CD4,pos,420790,0.779080194626324,3,0.000196375634860501
4-1BB,prolif2_d1_16d_CTV2_CD4_pos,d1,CD4,pos,1590786,2.25855776573978,16,0.000196375634860501
4-1BB,prolif2_d1_24d_CTV3_CD4_pos,d1,CD4,pos,1219007,3.2918661633413,24,0.000196375634860501
4-1BB,prolif2_d1_3d_CTV1_CD4_pos,d1,CD4,pos,417496,0.779080194626324,3,0.000196375634860501
4-1BB,prolif2_d1_16d_CTV2_CD4_pos,d1,CD4,pos,1289837,2.25855776573978,16,0.000196375634860501
4-1BB,prolif2_d1_24d_CTV3_CD4_pos,d1,CD4,pos,1254621,3.2918661633413,24,0.000196375634860501
4-1BB,prolif2_d1_3d_CTV1_CD4_pos,d1,CD4,pos,121299,0.779080194626324,3,0.000196375634860501
4-1BB,prolif2_d1_16d_CTV2_CD4_pos,d1,CD4,pos,432203,2.25855776573978,16,0.000196375634860501
4-1BB,prolif2_d1_24d_CTV3_CD4_pos,d1,CD4,pos,243958,3.2918661633413,24,0.000196375634860501
4-1BB,prolif2_d1_4d_CTV1_CD8_pos,d1,CD8,pos,1135718,0.772651714457991,4,0.000196375634860501
4-1BB,prolif2_d1_16d_CTV2_CD8_pos,d1,CD8,pos,450666,1.45683592836868,16,0.000196375634860501
4-1BB,prolif2_d1_24d_CTV3_CD8_pos,d1,CD8,pos,22146,1.86301319607377,24,0.000196375634860501
4-1BB,prolif2_d1_4d_CTV1_CD8_pos,d1,CD8,pos,1114173,0.772651714457991,4,0.000196375634860501
4-1BB,prolif2_d1_16d_CTV2_CD8_pos,d1,CD8,pos,1098228,1.45683592836868,16,0.000196375634860501
4-1BB,prolif2_d1_24d_CTV3_CD8_pos,d1,CD8,pos,373671,1.86301319607377,24,0.000196375634860501
4-1BB,prolif2_d1_4d_CTV1_CD8_pos,d1,CD8,pos,1743261,0.772651714457991,4,0.000196375634860501
4-1BB,prolif2_d1_16d_CTV2_CD8_pos,d1,CD8,pos,1192673,1.45683592836868,16,0.000196375634860501
4-1BB,prolif2_d1_24d_CTV3_CD8_pos,d1,CD8,pos,1259129,1.86301319607377,24,0.000196375634860501
4-1BB,prolif2_d1_4d_CTV1_CD8_pos,d1,CD8,pos,325516,0.772651714457991,4,0.000196375634860501
4-1BB,prolif2_d1_16d_CTV2_CD8_pos,d1,CD8,pos,601308,1.45683592836868,16,0.000196375634860501
4-1BB,prolif2_d1_24d_CTV3_CD8_pos,d1,CD8,pos,629994,1.86301319607377,24,0.000196375634860501
4-1BB,prolif1_d2_4d_CTV1_CD4_pos,d2,CD4,pos,252283,0.914376418721596,4,0.000196375634860501
4-1BB,prolif1_d2_14d_CTV2_CD4_pos,d2,CD4,pos,107684,2.28941087012748,14,0.000196375634860501
4-1BB,prolif2_d2_3d_CTV1_CD4_pos,d2,CD4,pos,459692,0.8911739212046,3,0.000196375634860501
4-1BB,prolif1_d2_24d_CTV3_CD4_pos,d2,CD4,pos,12976,2.9603928428216,24,0.000196375634860501
4-1BB,prolif1_d2_4d_CTV1_CD4_pos,d2,CD4,pos,1154887,0.914376418721596,4,0.000196375634860501
4-1BB,prolif1_d2_14d_CTV2_CD4_pos,d2,CD4,pos,199366,2.28941087012748,14,0.000196375634860501
4-1BB,prolif2_d2_3d_CTV1_CD4_pos,d2,CD4,pos,439471,0.8911739212046,3,0.000196375634860501
4-1BB,prolif1_d2_24d_CTV3_CD4_pos,d2,CD4,pos,43874,2.9603928428216,24,0.000196375634860501
4-1BB,prolif1_d2_4d_CTV1_CD4_pos,d2,CD4,pos,205077,0.914376418721596,4,0.000196375634860501
4-1BB,prolif1_d2_14d_CTV2_CD4_pos,d2,CD4,pos,188068,2.28941087012748,14,0.000196375634860501
4-1BB,prolif2_d2_3d_CTV1_CD4_pos,d2,CD4,pos,231507,0.8911739212046,3,0.000196375634860501
4-1BB,prolif1_d2_24d_CTV3_CD4_pos,d2,CD4,pos,27442,2.9603928428216,24,0.000196375634860501
4-1BB,prolif1_d2_4d_CTV1_CD4_pos,d2,CD4,pos,102584,0.914376418721596,4,0.000196375634860501
4-1BB,prolif1_d2_14d_CTV2_CD4_pos,d2,CD4,pos,140231,2.28941087012748,14,0.000196375634860501
4-1BB,prolif2_d2_3d_CTV1_CD4_pos,d2,CD4,pos,48997,0.8911739212046,3,0.000196375634860501
4-1BB,prolif1_d2_24d_CTV3_CD4_pos,d2,CD4,pos,44226,2.9603928428216,24,0.000196375634860501
4-1BB,prolif1_d2_4d_CTV1_CD8_pos,d2,CD8,pos,415182,1.3843543332729,4,0.000196375634860501
4-1BB,prolif1_d2_14d_CTV2_CD8_pos,d2,CD8,pos,144973,2.08355418097735,14,0.000196375634860501
4-1BB,prolif2_d2_4d_CTV1_CD8_pos,d2,CD8,pos,1247502,0.976785028321067,4,0.000196375634860501
4-1BB,prolif1_d2_24d_CTV3_CD8_pos,d2,CD8,pos,33232,1.70463482922909,24,0.000196375634860501
4-1BB,prolif2_d2_16d_CTV2_CD8_pos,d2,CD8,pos,721140,2.03092887095917,16,0.000196375634860501
4-1BB,prolif2_d2_24d_CTV3_CD8_pos,d2,CD8,pos,846864,1.48672342668655,24,0.000196375634860501
4-1BB,prolif1_d2_4d_CTV1_CD8_pos,d2,CD8,pos,576925,1.3843543332729,4,0.000196375634860501
4-1BB,prolif1_d2_14d_CTV2_CD8_pos,d2,CD8,pos,740245,2.08355418097735,14,0.000196375634860501
4-1BB,prolif2_d2_4d_CTV1_CD8_pos,d2,CD8,pos,1418801,0.976785028321067,4,0.000196375634860501
4-1BB,prolif1_d2_24d_CTV3_CD8_pos,d2,CD8,pos,104185,1.70463482922909,24,0.000196375634860501
4-1BB,prolif2_d2_16d_CTV2_CD8_pos,d2,CD8,pos,1510924,2.03092887095917,16,0.000196375634860501
4-1BB,prolif2_d2_24d_CTV3_CD8_pos,d2,CD8,pos,1282303,1.48672342668655,24,0.000196375634860501
4-1BB,prolif1_d2_4d_CTV1_CD8_pos,d2,CD8,pos,76388,1.3843543332729,4,0.000196375634860501
4-1BB,prolif1_d2_14d_CTV2_CD8_pos,d2,CD8,pos,309674,2.08355418097735,14,0.000196375634860501
4-1BB,prolif2_d2_4d_CTV1_CD8_pos,d2,CD8,pos,1262666,0.976785028321067,4,0.000196375634860501
4-1BB,prolif1_d2_24d_CTV3_CD8_pos,d2,CD8,pos,73624,1.70463482922909,24,0.000196375634860501
