"# Cytokine data: Fig 2B, S2C"
Domain Name,Cytokine Bin,Cytokine Sort Group (IL2/IFNg/both),Donor Name,T Cell Type,K562 Condition,Number of inferred cells for Domain,Sorted Cell Group,Number of CAR-T cells in bin for this domain,Number of CAR-T cells in bin for this domain,"Number of CAR-T cells in bin for this domain, including double positive cells","Log2 Fold Change, Domain Mean","Log2 Fold Change, Domain/Donor Mean","Log2 Fold Change, Domain/Subset Mean","Sort Group (Subset, Cytokine, Donor, Replicate)",Domain Rank within Sort Group
CRACC,il2,il2.ifng,Donor A,CD8,pos,9574,67_il2.ifng_CD8_pos,0.259311824229161,0.000233825746957825,0.0231668872059225,-1.24890812798042,-1.36057023603198,-1.15603294231479,67_il2.ifng_CD8_pos,24
CRACC,ifng,il2.ifng,Donor A,CD8,pos,51343,67_il2.ifng_CD8_pos,247.197209150505,0.222901798818191,0.245834860277155,0.38278091146395,0.675357451151688,0.389205131818869,67_il2.ifng_CD8_pos,5
CRACC,il2,il2.ifng,Donor B,CD4,pos,2035,68_il2.ifng_CD4_pos,1.3655938497622,0.000742540867713746,0.00271418607773419,-1.21578247811032,-1.44409570519999,-1.15603294231479,68_il2.ifng_CD4_pos,18
CRACC,ifng,il2.ifng,Donor B,CD4,pos,14906,68_il2.ifng_CD4_pos,47.2929174598526,0.0257154965756976,0.027687141785718,0.144991691711492,0.12629487205285,0.389205131818869,68_il2.ifng_CD4_pos,9
CRACC,il2,il2.ifng,Donor B,CD8,pos,11065,68_il2.ifng_CD8_pos,5.45967498050201,0.00698998561395968,0.0160130420654829,-1.67240893228965,-1.44409570519999,-1.15603294231479,68_il2.ifng_CD8_pos,31
CRACC,ifng,il2.ifng,Donor B,CD8,pos,21926,68_il2.ifng_CD8_pos,91.9892943855279,0.117773282601892,0.126796339053415,0.107598052394208,0.12629487205285,0.389205131818869,68_il2.ifng_CD8_pos,7
CRTAM,il2,il2.ifng,Donor A,CD4,pos,1901,67_il2.ifng_CD4_pos,6.19330838119195,0.00279282788315973,0.00489466718996969,-1.29080412445339,-0.862305497575334,-0.626183496072087,67_il2.ifng_CD4_pos,15
CRTAM,ifng,il2.ifng,Donor A,CD4,pos,4371,67_il2.ifng_CD4_pos,15.692479598567,0.00707641084236767,0.00917825014917763,-1.81180492709973,-0.853362601469718,-0.423360552462256,67_il2.ifng_CD4_pos,23
CRTAM,il2,il2.ifng,Donor A,CD8,pos,9574,67_il2.ifng_CD8_pos,0.72607310784165,0.000306712019361665,0.0407603225571499,-0.433806870697275,-0.862305497575334,-0.626183496072087,67_il2.ifng_CD8_pos,14
CRTAM,ifng,il2.ifng,Donor A,CD8,pos,51343,67_il2.ifng_CD8_pos,384.296226278233,0.162336643957581,0.202790254495369,0.105079724160291,-0.853362601469718,-0.423360552462256,67_il2.ifng_CD8_pos,13
CRTAM,il2,il2.ifng,Donor B,CD4,pos,2035,68_il2.ifng_CD4_pos,2.25389276174344,0.000469133370406536,0.0042281407372451,-0.576278710935531,-0.710957868289277,-0.626183496072087,68_il2.ifng_CD4_pos,11
CRTAM,ifng,il2.ifng,Donor B,CD4,pos,14906,68_il2.ifng_CD4_pos,76.3962512813003,0.0159013913431702,0.0196603987100088,-0.348931856971042,-0.335647108337676,-0.423360552462256,68_il2.ifng_CD4_pos,17
CRTAM,il2,il2.ifng,Donor B,CD8,pos,11065,68_il2.ifng_CD8_pos,33.4625240740446,0.0209148287465882,0.0284025274337473,-0.845637025643024,-0.710957868289277,-0.626183496072087,68_il2.ifng_CD8_pos,16
CRTAM,ifng,il2.ifng,Donor B,CD8,pos,21926,68_il2.ifng_CD8_pos,138.60455900668,0.0866309609133648,0.0941186596005239,-0.32236235970431,-0.335647108337676,-0.423360552462256,68_il2.ifng_CD8_pos,17
CTLA4,il2,il2.ifng,Donor A,CD4,pos,1901,67_il2.ifng_CD4_pos,127.524540481566,0.00406088064523344,0.00535756457942776,-1.16043755733631,-0.546637076536253,-0.151516752033296,67_il2.ifng_CD4_pos,12
CTLA4,ifng,il2.ifng,Donor A,CD4,pos,4371,67_il2.ifng_CD4_pos,292.786847380469,0.0093234795217955,0.0106201634559898,-1.60128998854273,-0.70547713662971,-0.233624079932047,67_il2.ifng_CD4_pos,22
CTLA4,il2,il2.ifng,Donor A,CD8,pos,9574,67_il2.ifng_CD8_pos,10.7873718879331,0.000258131871633939,0.0576825819617307,0.0671634042638053,-0.546637076536253,-0.151516752033296,67_il2.ifng_CD8_pos,9
CTLA4,ifng,il2.ifng,Donor A,CD8,pos,51343,67_il2.ifng_CD8_pos,6590.76174867847,0.157710857042282,0.215135307132379,0.190335715283307,-0.70547713662971,-0.233624079932047,67_il2.ifng_CD8_pos,10
CTLA4,il2,il2.ifng,Donor B,CD4,pos,2035,68_il2.ifng_CD4_pos,129.519284643951,0.00206078514654571,0.00674237517538914,0.0969547976672226,0.0239436107848283,-0.151516752033296,68_il2.ifng_CD4_pos,8
CTLA4,ifng,il2.ifng,Donor B,CD4,pos,14906,68_il2.ifng_CD4_pos,1645.4297359301,0.0261804809130233,0.0308620709418668,0.301610437933671,0.060631516753709,-0.233624079932047,68_il2.ifng_CD4_pos,7
CTLA4,il2,il2.ifng,Donor B,CD8,pos,11065,68_il2.ifng_CD8_pos,1111.39609562768,0.0472709638414987,0.0493342222456247,-0.0490675760975661,0.0239436107848283,-0.151516752033296,68_il2.ifng_CD8_pos,5
CTLA4,ifng,il2.ifng,Donor B,CD8,pos,21926,68_il2.ifng_CD8_pos,2393.23871884867,0.101791522741384,0.10385478114551,-0.180347404426253,0.060631516753709,-0.233624079932047,68_il2.ifng_CD8_pos,14
CXADR,il2,il2.ifng,Donor A,CD4,pos,1901,67_il2.ifng_CD4_pos,1.81478338611671,0.00280193678926494,0.00910086963362094,-0.396010483785907,-0.302434227694311,-0.362478246078118,67_il2.ifng_CD4_pos,7
CXADR,ifng,il2.ifng,Donor A,CD4,pos,4371,67_il2.ifng_CD4_pos,29.836061715143,0.0460654200418507,0.0523643528862067,0.700489069512874,0.351751514741295,0.0433970307100568,67_il2.ifng_CD4_pos,6
CXADR,il2,il2.ifng,Donor A,CD8,pos,9574,67_il2.ifng_CD8_pos,0.985384932070811,0.000774077443549043,0.0476380502578234,-0.208857971602715,-0.302434227694311,-0.362478246078118,67_il2.ifng_CD8_pos,12
CXADR,ifng,il2.ifng,Donor A,CD8,pos,51343,67_il2.ifng_CD8_pos,180.858975056443,0.142075293114519,0.188939265928794,0.00301395996971655,0.351751514741295,0.0433970307100568,67_il2.ifng_CD8_pos,16
CXADR,il2,il2.ifng,Donor B,CD4,pos,2035,68_il2.ifng_CD4_pos,3.91116685126067,0.00292482142887804,0.00539947038520495,-0.223484204377633,-0.608449845769212,-0.362478246078118,68_il2.ifng_CD4_pos,9
CXADR,ifng,il2.ifng,Donor B,CD4,pos,14906,68_il2.ifng_CD4_pos,24.5559379118465,0.0183632496751238,0.0208378986314507,-0.265014638189089,-0.205007310080823,0.0433970307100568,68_il2.ifng_CD4_pos,16
CXADR,il2,il2.ifng,Donor B,CD8,pos,11065,68_il2.ifng_CD8_pos,12.0641205214319,0.0171737264255569,0.0256372381913514,-0.993415487160792,-0.608449845769212,-0.362478246078118,68_il2.ifng_CD8_pos,18
CXADR,ifng,il2.ifng,Donor B,CD8,pos,21926,68_il2.ifng_CD8_pos,68.8195770590381,0.0979672398858113,0.106430751651606,-0.144999981972557,-0.205007310080823,0.0433970307100568,68_il2.ifng_CD8_pos,12
DC-SIGN,il2,il2.ifng,Donor A,CD4,pos,1901,67_il2.ifng_CD4_pos,9.41958995651054,0.00135028293425601,0.00158516531674045,-2.91738158567262,-2.47604568429752,-1.63081693639146,67_il2.ifng_CD4_pos,31
DC-SIGN,ifng,il2.ifng,Donor A,CD4,pos,4371,67_il2.ifng_CD4_pos,14.8558488418711,0.00212956182356971,0.00236444420605415,-3.76852295557824,-2.42165263960897,-1.2686023222845,67_il2.ifng_CD4_pos,30
DC-SIGN,il2,il2.ifng,Donor A,CD8,pos,9574,67_il2.ifng_CD8_pos,0.363036553920825,5.54575761850268e-05,0.0134374795218993,-2.03470978292243,-2.47604568429752,-1.63081693639146,67_il2.ifng_CD8_pos,31
DC-SIGN,ifng,il2.ifng,Donor A,CD8,pos,51343,67_il2.ifng_CD8_pos,498.351435773287,0.0761283193602095,0.0895103413059238,-1.0747823236397,-2.42165263960897,-1.2686023222845,67_il2.ifng_CD8_pos,32
DC-SIGN,il2,il2.ifng,Donor B,CD4,pos,2035,68_il2.ifng_CD4_pos,8.69737442178644,0.000677269432726361,0.00131600626986963,-2.26013574723708,-1.41419918170029,-1.63081693639146,68_il2.ifng_CD4_pos,33
DC-SIGN,ifng,il2.ifng,Donor B,CD4,pos,14906,68_il2.ifng_CD4_pos,269.933421193928,0.0210198671668026,0.0216586040039459,-0.20928417893923,-0.580977725189305,-1.2686023222845,68_il2.ifng_CD4_pos,15
DC-SIGN,il2,il2.ifng,Donor B,CD8,pos,11065,68_il2.ifng_CD8_pos,135.082926130485,0.032977495054297,0.0344234984358999,-0.568262616163508,-1.41419918170029,-1.63081693639146,68_il2.ifng_CD8_pos,11
DC-SIGN,ifng,il2.ifng,Donor B,CD8,pos,21926,68_il2.ifng_CD8_pos,243.144116944057,0.0593582338174897,0.0608042371990926,-0.95267127143938,-0.580977725189305,-1.2686023222845,68_il2.ifng_CD8_pos,31
HAVCR2,il2,il2.ifng,Donor A,CD4,pos,1901,67_il2.ifng_CD4_pos,7.95047959632082,0.00200220577456176,0.00384375847345681,-1.63949720668926,-1.06228810938611,-0.833101937964845,67_il2.ifng_CD4_pos,18
HAVCR2,ifng,il2.ifng,Donor A,CD4,pos,4371,67_il2.ifng_CD4_pos,27.0435239191444,0.00681049477574498,0.00865204747464003,-1.89698247287364,-1.00546827390579,-0.832090850215688,67_il2.ifng_CD4_pos,25
HAVCR2,il2,il2.ifng,Donor A,CD8,pos,9574,67_il2.ifng_CD8_pos,0.881660202379147,0.000245022402837995,0.0393371742577712,-0.48507901208297,-1.06228810938611,-0.833101937964845,67_il2.ifng_CD8_pos,15
HAVCR2,ifng,il2.ifng,Donor A,CD8,pos,51343,67_il2.ifng_CD8_pos,486.247617622791,0.135133194537629,0.174225346392562,-0.113954074937945,-1.00546827390579,-0.832090850215688,67_il2.ifng_CD8_pos,18
HAVCR2,il2,il2.ifng,Donor B,CD4,pos,2035,68_il2.ifng_CD4_pos,17.6599126978956,0.00205162541442744,0.003630288874604,-0.79621775677355,-0.921689473615936,-0.833101937964845,68_il2.ifng_CD4_pos,14
HAVCR2,ifng,il2.ifng,Donor B,CD4,pos,14906,68_il2.ifng_CD4_pos,47.2929174598526,0.00549421466815148,0.00707287812832804,-1.82385512881625,-1.24174521502142,-0.832090850215688,68_il2.ifng_CD4_pos,32
HAVCR2,il2,il2.ifng,Donor B,CD8,pos,11065,68_il2.ifng_CD8_pos,44.7341111305649,0.02112454734066,0.0246997279325568,-1.04716119045832,-0.921689473615936,-0.833101937964845,68_il2.ifng_CD8_pos,19
HAVCR2,ifng,il2.ifng,Donor B,CD8,pos,21926,68_il2.ifng_CD8_pos,150.189417669925,0.0709231363595092,0.074498316951406,-0.659635301226581,-1.24174521502142,-0.832090850215688,68_il2.ifng_CD8_pos,26
ICOS,il2,il2.ifng,Donor A,CD4,pos,1901,67_il2.ifng_CD4_pos,32.4068461806555,0.00143513999582152,0.00201588905171102,-2.5705986528558,-1.65569572808854,-0.861264171012702,67_il2.ifng_CD4_pos,28
ICOS,ifng,il2.ifng,Donor A,CD4,pos,4371,67_il2.ifng_CD4_pos,111.543230345434,0.00493970163710103,0.00552045069299053,-2.54523800008335,-1.43250122583743,-0.574075216405086,67_il2.ifng_CD4_pos,28
ICOS,il2,il2.ifng,Donor A,CD8,pos,9574,67_il2.ifng_CD8_pos,2.85243006652077,0.000112311086965605,0.0329477406062016,-0.74079280332128,-1.65569572808854,-0.861264171012702,67_il2.ifng_CD8_pos,19
ICOS,ifng,il2.ifng,Donor A,CD8,pos,51343,67_il2.ifng_CD8_pos,3002.67796425754,0.118226921645365,0.151062351164601,-0.319764451591502,-1.43250122583743,-0.574075216405086,67_il2.ifng_CD8_pos,22
ICOS,il2,il2.ifng,Donor B,CD4,pos,2035,68_il2.ifng_CD4_pos,67.5637500814385,0.00161125220964404,0.00372689846782502,-0.758326593628833,-0.647202137005427,-0.861264171012702,68_il2.ifng_CD4_pos,13
ICOS,ifng,il2.ifng,Donor B,CD4,pos,14906,68_il2.ifng_CD4_pos,1033.53214233416,0.0246475505883969,0.0267631968465778,0.0960260186728122,-0.096993562014266,-0.574075216405086,68_il2.ifng_CD4_pos,10
ICOS,il2,il2.ifng,Donor B,CD8,pos,11065,68_il2.ifng_CD8_pos,409.211445716014,0.0328895725046169,0.0352000788527714,-0.536077680382022,-0.647202137005427,-0.861264171012702,68_il2.ifng_CD8_pos,10
ICOS,ifng,il2.ifng,Donor B,CD8,pos,21926,68_il2.ifng_CD8_pos,1168.82949013096,0.0939423925299364,0.0962528988780909,-0.290013142701344,-0.096993562014266,-0.574075216405086,68_il2.ifng_CD8_pos,15
ILT4,il2,il2.ifng,Donor A,CD4,pos,1901,67_il2.ifng_CD4_pos,0.345673025926992,0.000682469602486086,0.00180816527712896,-2.72748833767016,-1.85528897129977,-1.53571737041928,67_il2.ifng_CD4_pos,29
ILT4,ifng,il2.ifng,Donor A,CD4,pos,4371,67_il2.ifng_CD4_pos,19.2990365091887,0.0381024979877148,0.0392281936623576,0.283794945757673,0.222274200136334,-0.713299537595421,67_il2.ifng_CD4_pos,9
ILT4,il2,il2.ifng,Donor A,CD8,pos,9574,67_il2.ifng_CD8_pos,0.363036553920825,0.000655166731207135,0.0278539654805584,-0.983089604929377,-1.85528897129977,-1.53571737041928,67_il2.ifng_CD8_pos,22
ILT4,ifng,il2.ifng,Donor A,CD8,pos,51343,67_il2.ifng_CD8_pos,101.718625610895,0.183570108091392,0.210768906840744,0.160753454514994,0.222274200136334,-0.713299537595421,67_il2.ifng_CD8_pos,11
ILT4,il2,il2.ifng,Donor B,CD4,pos,2035,68_il2.ifng_CD4_pos,0.291680239755033,0.000369474157333891,0.00161808707780678,-1.96201286088905,-1.96201286088905,-1.53571737041928,68_il2.ifng_CD4_pos,30
ILT4,ifng,il2.ifng,Donor B,CD4,pos,14906,68_il2.ifng_CD4_pos,11.4594376921951,0.0145157796373175,0.0157643925577904,-0.667554856213883,-0.667554856213883,-0.713299537595421,68_il2.ifng_CD4_pos,23
KIR2DL1,il2,il2.ifng,Donor A,CD4,pos,1901,67_il2.ifng_CD4_pos,2.67896595093419,0.00190585186991116,0.0051469168291197,-1.21830642270767,-0.813711093973238,-0.936891479387104,67_il2.ifng_CD4_pos,14
KIR2DL1,ifng,il2.ifng,Donor A,CD4,pos,4371,67_il2.ifng_CD4_pos,26.9756889929258,0.0191908625383542,0.0224319274975628,-0.522542367997311,-0.189500150447511,-0.0817038109571394,67_il2.ifng_CD4_pos,15
KIR2DL1,il2,il2.ifng,Donor A,CD8,pos,9574,67_il2.ifng_CD8_pos,1.4521462156833,0.00077442503686925,0.0414639216803894,-0.409115765238801,-0.813711093973238,-0.936891479387104,67_il2.ifng_CD8_pos,13
KIR2DL1,ifng,il2.ifng,Donor A,CD8,pos,51343,67_il2.ifng_CD8_pos,314.233740445557,0.167579871366882,0.208269368010403,0.143542067102289,-0.189500150447511,-0.0817038109571394,67_il2.ifng_CD8_pos,12
KIR2DL1,il2,il2.ifng,Donor B,CD4,pos,2035,68_il2.ifng_CD4_pos,5.80708840966838,0.00187203695209449,0.0031884940261295,-0.983426931573305,-1.06765897462482,-0.936891479387104,68_il2.ifng_CD4_pos,16
KIR2DL1,ifng,il2.ifng,Donor B,CD4,pos,14906,68_il2.ifng_CD4_pos,54.5687509152145,0.0175913833123053,0.0189078403863403,-0.405239845478551,-0.22153202048473,-0.0817038109571394,68_il2.ifng_CD4_pos,18
KIR2DL1,il2,il2.ifng,Donor B,CD8,pos,11065,68_il2.ifng_CD8_pos,18.3163289668455,0.014971077786923,0.0229702303337331,-1.15189101767633,-1.06765897462482,-0.936891479387104,68_il2.ifng_CD8_pos,23
KIR2DL1,ifng,il2.ifng,Donor B,CD8,pos,21926,68_il2.ifng_CD8_pos,130.467574945591,0.106639284362998,0.114638436909808,-0.0378241954909082,-0.22153202048473,-0.0817038109571394,68_il2.ifng_CD8_pos,9
KIR3DL1,il2,il2.ifng,Donor A,CD4,pos,1901,67_il2.ifng_CD4_pos,3.74479111420908,0.00213518283672501,0.00276643578483639,-2.11398645642249,-1.90061877238545,-1.60057696623005,67_il2.ifng_CD4_pos,24
KIR3DL1,ifng,il2.ifng,Donor A,CD4,pos,4371,67_il2.ifng_CD4_pos,33.3295604154003,0.0190036515213165,0.0196349044694279,-0.714675380705056,-0.63596462732799,-0.672860999303672,67_il2.ifng_CD4_pos,17
KIR3DL1,il2,il2.ifng,Donor A,CD8,pos,9574,67_il2.ifng_CD8_pos,1.2965591211458,0.000587691448914389,0.0170967399039341,-1.68725108834841,-1.90061877238545,-1.60057696623005,67_il2.ifng_CD8_pos,28
KIR3DL1,ifng,il2.ifng,Donor A,CD8,pos,51343,67_il2.ifng_CD8_pos,246.266146215851,0.111625074343124,0.128134122798144,-0.557253873950923,-0.63596462732799,-0.672860999303672,67_il2.ifng_CD8_pos,28
KIR3DL1,il2,il2.ifng,Donor B,CD4,pos,2035,68_il2.ifng_CD4_pos,3.27477360088605,0.00100426705949231,0.00296912908572322,-1.08626229254848,-1.78033007250604,-1.60057696623005,68_il2.ifng_CD4_pos,17
KIR3DL1,ifng,il2.ifng,Donor B,CD4,pos,14906,68_il2.ifng_CD4_pos,27.6481671303754,0.00847879789212336,0.0104436599183543,-1.26159705219672,-0.88593979748129,-0.672860999303672,68_il2.ifng_CD4_pos,29
KIR3DL1,il2,il2.ifng,Donor B,CD8,pos,11065,68_il2.ifng_CD8_pos,1.76118547758129,0.00140345302131521,0.00918440705179007,-2.4743978524636,-1.78033007250604,-1.60057696623005,68_il2.ifng_CD8_pos,32
KIR3DL1,ifng,il2.ifng,Donor B,CD8,pos,21926,68_il2.ifng_CD8_pos,93.9201041627354,0.0748430279645805,0.0826239819950554,-0.510282542765858,-0.88593979748129,-0.672860999303672,68_il2.ifng_CD8_pos,22
KLRG1,il2,il2.ifng,Donor B,CD4,pos,2035,68_il2.ifng_CD4_pos,0.198872890742068,0.000295555049686468,0.0112824463130352,0.839705898679269,0.839705898679269,-0.045782566478646,68_il2.ifng_CD4_pos,7
KLRG1,ifng,il2.ifng,Donor B,CD4,pos,14906,68_il2.ifng_CD4_pos,8.91289598281837,0.0132459049859578,0.0242327962493065,-0.0472635480106289,-0.0472635480106289,-1.17475105278706,68_il2.ifng_CD4_pos,13
LAG3,il2,il2.ifng,Donor A,CD4,pos,1901,67_il2.ifng_CD4_pos,14.8927462003546,0.00220589933969334,0.00425408484263567,-1.4931660859993,-1.21447873410185,-0.879657402600084,67_il2.ifng_CD4_pos,17
LAG3,ifng,il2.ifng,Donor A,CD4,pos,4371,67_il2.ifng_CD4_pos,94.8784501377339,0.0140533053940698,0.0161014908970121,-1.00090168048627,-0.628286684157765,-0.436268567801365,67_il2.ifng_CD4_pos,18
LAG3,il2,il2.ifng,Donor A,CD8,pos,9574,67_il2.ifng_CD8_pos,2.59311824229161,0.000325509561833945,0.0287822815270474,-0.93579138220439,-1.21447873410185,-0.879657402600084,67_il2.ifng_CD8_pos,21
LAG3,ifng,il2.ifng,Donor A,CD8,pos,51343,67_il2.ifng_CD8_pos,1031.38496586242,0.129467936650395,0.157924708615608,-0.255671687829259,-0.628286684157765,-0.436268567801365,67_il2.ifng_CD8_pos,21
LAG3,il2,il2.ifng,Donor B,CD4,pos,2035,68_il2.ifng_CD4_pos,14.1067170499707,0.0010051785468866,0.0025202981892463,-1.32270767339902,-1.06628616418656,-0.879657402600084,68_il2.ifng_CD4_pos,23
LAG3,ifng,il2.ifng,Donor B,CD4,pos,14906,68_il2.ifng_CD4_pos,222.094816224923,0.0158254357731289,0.0173405554154886,-0.530074327976661,-0.446651586410769,-0.436268567801365,68_il2.ifng_CD4_pos,20
LAG3,il2,il2.ifng,Donor B,CD8,pos,11065,68_il2.ifng_CD8_pos,102.58905406911,0.0240883839273425,0.0291155866130509,-0.809864654974096,-1.06628616418656,-0.879657402600084,68_il2.ifng_CD8_pos,15
LAG3,ifng,il2.ifng,Donor B,CD8,pos,21926,68_il2.ifng_CD8_pos,368.233007510284,0.0864628116529103,0.0914900143386186,-0.363228844844876,-0.446651586410769,-0.436268567801365,68_il2.ifng_CD8_pos,19
LAIR1,il2,il2.ifng,Donor A,CD4,pos,1901,67_il2.ifng_CD4_pos,5.12748321791705,0.00346468679474306,0.0185686875735309,0.632785052316392,-0.0245093914365866,-0.710258951503528,67_il2.ifng_CD4_pos,5
LAIR1,ifng,il2.ifng,Donor A,CD4,pos,4371,67_il2.ifng_CD4_pos,26.3651746569585,0.0178151870211613,0.0329191877999492,0.0308327817260982,-0.253070618677359,-0.741100256169922,67_il2.ifng_CD4_pos,11
LAIR1,il2,il2.ifng,Donor A,CD8,pos,9574,67_il2.ifng_CD8_pos,24.3753114775411,0.0188132382451635,0.0343228298195034,-0.681803835189565,-0.0245093914365866,-0.710258951503528,67_il2.ifng_CD8_pos,17
LAIR1,ifng,il2.ifng,Donor A,CD8,pos,51343,67_il2.ifng_CD8_pos,148.27177234357,0.114438421872163,0.129948013446503,-0.536974019080816,-0.253070618677359,-0.741100256169922,67_il2.ifng_CD8_pos,27
LAIR1,il2,il2.ifng,Donor B,CD4,pos,2035,68_il2.ifng_CD4_pos,0.172356505309792,4.72151944289993e-05,0.0020820506309049,-1.59829695753844,-1.52305345977591,-0.710258951503528,68_il2.ifng_CD4_pos,27
LAIR1,ifng,il2.ifng,Donor B,CD4,pos,14906,68_il2.ifng_CD4_pos,14.5516669107239,0.00398627125341714,0.00602110668989305,-2.05612385026016,-1.36950223919594,-0.741100256169922,68_il2.ifng_CD4_pos,34
LAIR1,il2,il2.ifng,Donor B,CD8,pos,11065,68_il2.ifng_CD8_pos,11.2715870565203,0.0123854951543457,0.0187104775229538,-1.44780996201338,-1.52305345977591,-0.710258951503528,68_il2.ifng_CD8_pos,28
LAIR1,ifng,il2.ifng,Donor B,CD8,pos,21926,68_il2.ifng_CD8_pos,60.958422966122,0.0669826040004466,0.0733075863690547,-0.682880628131708,-1.36950223919594,-0.741100256169922,68_il2.ifng_CD8_pos,27
HAVCR1b,il2,il2.ifng,Donor A,CD4,pos,1901,67_il2.ifng_CD4_pos,28.3451881260134,0.00195080852180211,0.00239122046317924,-2.32426774418101,-2.00057145586933,-1.766480607148,67_il2.ifng_CD4_pos,27
HAVCR1b,ifng,il2.ifng,Donor A,CD4,pos,4371,67_il2.ifng_CD4_pos,48.6376420987287,0.00334740155065274,0.00378781349202987,-3.08865875864364,-2.06927012613699,-1.54521847029331,67_il2.ifng_CD4_pos,29
HAVCR1b,il2,il2.ifng,Donor A,CD8,pos,9574,67_il2.ifng_CD8_pos,1.65959567506663,0.000120989950952172,0.017220143575488,-1.67687516755764,-2.00057145586933,-1.766480607148,67_il2.ifng_CD8_pos,27
HAVCR1b,ifng,il2.ifng,Donor A,CD8,pos,51343,67_il2.ifng_CD8_pos,1014.62583303865,0.0739695406649122,0.091068694289448,-1.04988149363034,-2.06927012613699,-1.54521847029331,67_il2.ifng_CD8_pos,31
HAVCR1b,il2,il2.ifng,Donor B,CD4,pos,2035,68_il2.ifng_CD4_pos,39.337057788781,0.00111159776540338,0.00191938047842179,-1.71566138473962,-1.53238975842668,-1.766480607148,68_il2.ifng_CD4_pos,29
HAVCR1b,ifng,il2.ifng,Donor B,CD4,pos,14906,68_il2.ifng_CD4_pos,367.97527700493,0.0103983500199405,0.0112061327329589,-1.15993595056001,-1.02116681444964,-1.54521847029331,68_il2.ifng_CD4_pos,28
HAVCR1b,il2,il2.ifng,Donor B,CD8,pos,11065,68_il2.ifng_CD8_pos,142.303786588569,0.0170611697895307,0.0200352180190502,-1.34911813211374,-1.53238975842668,-1.766480607148,68_il2.ifng_CD8_pos,27
HAVCR1b,ifng,il2.ifng,Donor B,CD8,pos,21926,68_il2.ifng_CD8_pos,507.665056421482,0.0608652793538126,0.0638393275833321,-0.882397678339269,-1.02116681444964,-1.54521847029331,68_il2.ifng_CD8_pos,28
NKR-P1A,il2,il2.ifng,Donor A,CD4,pos,1901,67_il2.ifng_CD4_pos,31.3122149318867,0.00219179741871492,0.00252464525423145,-2.24593420788104,-1.99871080196106,-1.38688206897419,67_il2.ifng_CD4_pos,26
NKR-P1A,ifng,il2.ifng,Donor A,CD4,pos,4371,67_il2.ifng_CD4_pos,76.6308549849333,0.00536401881870239,0.00569686665421891,-2.49985541676796,-1.85759221249478,-1.27115754764285,67_il2.ifng_CD4_pos,27
NKR-P1A,il2,il2.ifng,Donor A,CD8,pos,9574,67_il2.ifng_CD8_pos,0.674210742995818,5.51959531150918e-05,0.0163522022240144,-1.75148739604109,-1.99871080196106,-1.38688206897419,67_il2.ifng_CD8_pos,30
NKR-P1A,ifng,il2.ifng,Donor A,CD8,pos,51343,67_il2.ifng_CD8_pos,792.800088857456,0.0649045672867426,0.0812015735576419,-1.2153290082216,-1.85759221249478,-1.27115754764285,67_il2.ifng_CD8_pos,33
NKR-P1A,il2,il2.ifng,Donor B,CD4,pos,2035,68_il2.ifng_CD4_pos,19.714932568897,0.000659568664771002,0.00209054921509877,-1.59242010249463,-1.32070708920461,-1.38688206897419,68_il2.ifng_CD4_pos,26
NKR-P1A,ifng,il2.ifng,Donor B,CD4,pos,14906,68_il2.ifng_CD4_pos,335.052130619417,0.011209264127536,0.0126402446778638,-0.986200046483401,-1.1133398135038,-1.27115754764285,68_il2.ifng_CD4_pos,26
NKR-P1A,il2,il2.ifng,Donor B,CD8,pos,11065,68_il2.ifng_CD8_pos,155.33655912267,0.0226757714932772,0.0246683678564353,-1.0489940759146,-1.32070708920461,-1.38688206897419,68_il2.ifng_CD8_pos,20
NKR-P1A,ifng,il2.ifng,Donor B,CD8,pos,21926,68_il2.ifng_CD8_pos,327.548087204841,0.0478149227745642,0.0498075191377223,-1.2404795805242,-1.1133398135038,-1.27115754764285,68_il2.ifng_CD8_pos,32
NTB-A,il2,il2.ifng,Donor A,CD4,pos,1901,67_il2.ifng_CD4_pos,33.7031200278818,0.00565885437020195,0.0209398830708133,0.806166588696458,0.803526659378627,0.757664363971926,67_il2.ifng_CD4_pos,4
NTB-A,ifng,il2.ifng,Donor A,CD4,pos,4371,67_il2.ifng_CD4_pos,787.913973849954,0.132293106115263,0.147574134815874,2.19527201907901,1.5012678041048,1.13944013117033,67_il2.ifng_CD4_pos,2
NTB-A,il2,il2.ifng,Donor A,CD8,pos,9574,67_il2.ifng_CD8_pos,16.0254707373621,0.00146184383643772,0.0959218224393497,0.800886730060796,0.803526659378627,0.757664363971926,67_il2.ifng_CD8_pos,4
NTB-A,ifng,il2.ifng,Donor A,CD8,pos,51343,67_il2.ifng_CD8_pos,2581.37198632683,0.235472816343991,0.329932794946902,0.807263589130603,1.5012678041048,1.13944013117033,67_il2.ifng_CD8_pos,3
NTB-A,il2,il2.ifng,Donor B,CD4,pos,2035,68_il2.ifng_CD4_pos,80.5037461723891,0.00623542275353509,0.0207307331506195,1.71739712393902,0.72423472951104,0.757664363971926,68_il2.ifng_CD4_pos,3
NTB-A,ifng,il2.ifng,Donor B,CD4,pos,14906,68_il2.ifng_CD4_pos,766.327158685996,0.0593559185642149,0.0738512289612994,1.56039749254605,1.1022977552979,1.13944013117033,68_il2.ifng_CD4_pos,2
