"# Cytokine data: Fig 2B, S2C"
Domain Name,Cytokine Bin,Cytokine Sort Group (IL2/IFNg/both),Donor Name,T Cell Type,K562 Condition,Number of inferred cells for Domain,Sorted Cell Group,Number of CAR-T cells in bin for this domain,Number of CAR-T cells in bin for this domain,"Number of CAR-T cells in bin for this domain, including double positive cells","Log2 Fold Change, Domain Mean","Log2 Fold Change, Domain/Donor Mean","Log2 Fold Change, Domain/Subset Mean","Sort Group (Subset, Cytokine, Donor, Replicate)",Domain Rank within Sort Group
NTB-A,il2,il2.ifng,Donor B,CD8,pos,11065,68_il2.ifng_CD8_pos,148.73211358174,0.0272640673016017,0.0423607659608709,-0.268927664916941,0.72423472951104,0.757664363971926,68_il2.ifng_CD8_pos,6
NTB-A,ifng,il2.ifng,Donor B,CD8,pos,21926,68_il2.ifng_CD8_pos,920.996263727969,0.168827723308074,0.183924421967343,0.644198018049756,1.1022977552979,1.13944013117033,68_il2.ifng_CD8_pos,3
NKG2D,il2,il2.ifng,Donor A,CD4,pos,1901,67_il2.ifng_CD4_pos,7.3743578864425,0.000891573126733992,0.00161571885223187,-2.88983871274999,-2.19974558572761,-1.42386922882078,67_il2.ifng_CD4_pos,30
NKG2D,ifng,il2.ifng,Donor A,CD4,pos,4371,67_il2.ifng_CD4_pos,67.4053050192052,0.00814942256395191,0.00887356828944978,-1.86050968851592,-1.16196296360589,-0.738354650973884,67_il2.ifng_CD4_pos,24
NKG2D,il2,il2.ifng,Donor A,CD8,pos,9574,67_il2.ifng_CD8_pos,1.81518276960413,0.000219714222857905,0.0193364088146837,-1.50965245870524,-2.19974558572761,-1.42386922882078,67_il2.ifng_CD8_pos,26
NKG2D,ifng,il2.ifng,Donor A,CD8,pos,51343,67_il2.ifng_CD8_pos,971.796938044592,0.117628710779756,0.136745405371581,-0.463416238695855,-1.16196296360589,-0.738354650973884,67_il2.ifng_CD8_pos,25
NKG2D,il2,il2.ifng,Donor B,CD4,pos,2035,68_il2.ifng_CD4_pos,13.6294221121897,0.000790579647844604,0.00263452765973633,-1.25875778322828,-0.965818729152074,-1.42386922882078,68_il2.ifng_CD4_pos,21
NKG2D,ifng,il2.ifng,Donor B,CD4,pos,14906,68_il2.ifng_CD4_pos,427.637111338898,0.0248052480952381,0.0266491961071298,0.089867577078744,-0.431378251795554,-0.738354650973884,68_il2.ifng_CD4_pos,11
NKG2D,il2,il2.ifng,Donor B,CD8,pos,11065,68_il2.ifng_CD8_pos,125.22028745603,0.0283504938684303,0.0320156359154363,-0.672879675075866,-0.965818729152074,-1.42386922882078,68_il2.ifng_CD8_pos,13
NKG2D,ifng,il2.ifng,Donor B,CD8,pos,21926,68_il2.ifng_CD8_pos,252.384420877835,0.0571410841002652,0.0608062261472712,-0.952624080669851,-0.431378251795554,-0.738354650973884,68_il2.ifng_CD8_pos,30
PD1,il2,il2.ifng,Donor A,CD4,pos,1901,67_il2.ifng_CD4_pos,7.72003091236949,0.00206293861100633,0.00549917020381082,-1.12280095253217,-0.519160903715489,-0.652246514364188,67_il2.ifng_CD4_pos,11
PD1,ifng,il2.ifng,Donor A,CD4,pos,4371,67_il2.ifng_CD4_pos,99.0955213843229,0.0264802019010023,0.0299164334938068,-0.107157765826474,0.0738220000431139,-0.223378911571028,67_il2.ifng_CD4_pos,12
PD1,il2,il2.ifng,Donor A,CD8,pos,9574,67_il2.ifng_CD8_pos,2.85243006652077,0.000564755551767363,0.0583790803495848,0.0844791451011951,-0.519160903715489,-0.652246514364188,67_il2.ifng_CD8_pos,8
PD1,ifng,il2.ifng,Donor A,CD8,pos,51343,67_il2.ifng_CD8_pos,844.241315997062,0.167152203251835,0.224966528049653,0.254801765912702,0.0738220000431139,-0.223378911571028,67_il2.ifng_CD8_pos,7
PD1,il2,il2.ifng,Donor B,CD4,pos,2035,68_il2.ifng_CD4_pos,3.85813408039612,0.000550008237546641,0.00204053940322034,-1.62735154018937,-1.07728732499119,-0.652246514364188,68_il2.ifng_CD4_pos,28
PD1,ifng,il2.ifng,Donor B,CD4,pos,14906,68_il2.ifng_CD4_pos,97.49616830185,0.0138988678407324,0.0153893990064061,-0.702287544587005,-0.375710391920916,-0.223378911571028,68_il2.ifng_CD4_pos,24
PD1,il2,il2.ifng,Donor B,CD8,pos,11065,68_il2.ifng_CD8_pos,105.49501010712,0.031155433013396,0.0354167844003452,-0.527223109793015,-1.07728732499119,-0.652246514364188,68_il2.ifng_CD8_pos,9
PD1,ifng,il2.ifng,Donor B,CD8,pos,21926,68_il2.ifng_CD8_pos,370.715477223837,0.109481967023357,0.113743318410306,-0.0491332392548275,-0.375710391920916,-0.223378911571028,68_il2.ifng_CD8_pos,10
Siglec-3,il2,il2.ifng,Donor A,CD4,pos,1901,67_il2.ifng_CD4_pos,4.95464670495356,0.00234703620398667,0.00352966810580169,-1.76248235895138,-1.16126152589849,-1.0164603667367,67_il2.ifng_CD4_pos,19
Siglec-3,ifng,il2.ifng,Donor A,CD4,pos,4371,67_il2.ifng_CD4_pos,60.0678271665611,0.0284543729250731,0.0296370048268881,-0.120696306062687,-0.0467317144110612,-0.198455291980652,67_il2.ifng_CD4_pos,13
Siglec-3,il2,il2.ifng,Donor A,CD8,pos,9574,67_il2.ifng_CD8_pos,1.4521462156833,0.000458597565543975,0.0373454283560175,-0.5600406928456,-1.16126152589849,-1.0164603667367,67_il2.ifng_CD8_pos,16
Siglec-3,ifng,il2.ifng,Donor A,CD8,pos,51343,67_il2.ifng_CD8_pos,491.601229497049,0.155250982739151,0.192137813529624,0.0272328772405651,-0.0467317144110612,-0.198455291980652,67_il2.ifng_CD8_pos,15
Siglec-3,il2,il2.ifng,Donor B,CD4,pos,2035,68_il2.ifng_CD4_pos,10.487230438465,0.00217222752345734,0.0035212182490911,-0.840227459938284,-1.02223619501802,-1.0164603667367,68_il2.ifng_CD4_pos,15
Siglec-3,ifng,il2.ifng,Donor B,CD4,pos,14906,68_il2.ifng_CD4_pos,74.0316054083077,0.0153342192504732,0.016683209976107,-0.585827535634022,-0.4487233766643,-0.198455291980652,68_il2.ifng_CD4_pos,21
Siglec-3,il2,il2.ifng,Donor B,CD8,pos,11065,68_il2.ifng_CD8_pos,28.1789676413007,0.0164126074395104,0.0221516077266747,-1.20424493009776,-1.02223619501802,-1.0164603667367,68_il2.ifng_CD8_pos,24
Siglec-3,ifng,il2.ifng,Donor B,CD8,pos,21926,68_il2.ifng_CD8_pos,152.94771735165,0.0890831373106312,0.0948221375977955,-0.311619217694578,-0.4487233766643,-0.198455291980652,68_il2.ifng_CD8_pos,16
TACI,il2,il2.ifng,Donor A,CD4,pos,1901,67_il2.ifng_CD4_pos,12.6170654463352,0.00921438430870739,0.060730795439953,2.34234146792114,2.53757976527167,2.20292073658494,67_il2.ifng_CD4_pos,2
TACI,ifng,il2.ifng,Donor A,CD4,pos,4371,67_il2.ifng_CD4_pos,176.947405041191,0.129226673144636,0.180743084275882,2.48777258214847,1.41518866606833,1.40650882625015,67_il2.ifng_CD4_pos,1
TACI,il2,il2.ifng,Donor A,CD8,pos,9574,67_il2.ifng_CD8_pos,911.999685813958,0.279204257892432,0.366004733477121,2.7328180626222,2.53757976527167,2.20292073658494,67_il2.ifng_CD8_pos,1
TACI,ifng,il2.ifng,Donor A,CD8,pos,51343,67_il2.ifng_CD8_pos,497.420372838633,0.152282822263294,0.239083297847983,0.342604749988193,1.41518866606833,1.40650882625015,67_il2.ifng_CD8_pos,6
TACI,il2,il2.ifng,Donor B,CD4,pos,2035,68_il2.ifng_CD4_pos,25.5617955567138,0.0107876927488201,0.033102846242069,2.39258125297761,2.64234350381652,2.20292073658494,68_il2.ifng_CD4_pos,1
TACI,ifng,il2.ifng,Donor B,CD4,pos,14906,68_il2.ifng_CD4_pos,161.523502709035,0.0681668044434625,0.0904819579367114,1.85340571151509,1.9102246560418,1.40650882625015,68_il2.ifng_CD4_pos,1
TACI,il2,il2.ifng,Donor B,CD8,pos,11065,68_il2.ifng_CD8_pos,84.7130214716603,0.0337509880480397,0.378904428287412,2.89210575465543,2.64234350381652,2.20292073658494,68_il2.ifng_CD8_pos,1
TACI,ifng,il2.ifng,Donor B,CD8,pos,21926,68_il2.ifng_CD8_pos,288.518146708432,0.114950126344585,0.460103566583957,1.96704360056852,1.9102246560418,1.40650882625015,68_il2.ifng_CD8_pos,1
TIGIT,il2,il2.ifng,Donor A,CD4,pos,1901,67_il2.ifng_CD4_pos,10.5142212052793,0.00125574424621579,0.00324113214696659,-1.88551704920596,-1.36951831773251,-1.01617817826847,67_il2.ifng_CD4_pos,22
TIGIT,ifng,il2.ifng,Donor A,CD4,pos,4371,67_il2.ifng_CD4_pos,73.3973901685139,0.00876606536916757,0.0107514532699184,-1.58356427797346,-0.900957455493813,-0.535200803870718,67_il2.ifng_CD4_pos,21
TIGIT,il2,il2.ifng,Donor A,CD8,pos,9574,67_il2.ifng_CD8_pos,1.86704513444996,0.000214188674741201,0.0304713359395024,-0.853519586259064,-1.36951831773251,-1.01617817826847,67_il2.ifng_CD8_pos,20
TIGIT,ifng,il2.ifng,Donor A,CD8,pos,51343,67_il2.ifng_CD8_pos,1148.93166136242,0.131806213666025,0.162063360930786,-0.218350633014163,-0.900957455493813,-0.535200803870718,67_il2.ifng_CD8_pos,20
TIGIT,il2,il2.ifng,Donor B,CD4,pos,2035,68_il2.ifng_CD4_pos,16.7583555931983,0.0010314680480245,0.00269773066900355,-1.22455578739923,-1.17337309881166,-1.01617817826847,68_il2.ifng_CD4_pos,19
TIGIT,ifng,il2.ifng,Donor B,CD4,pos,14906,68_il2.ifng_CD4_pos,264.294650266022,0.0162671979059722,0.0179334605269513,-0.481570532134731,-0.474688741945128,-0.535200803870718,68_il2.ifng_CD4_pos,19
TIGIT,il2,il2.ifng,Donor B,CD8,pos,11065,68_il2.ifng_CD8_pos,97.5696754580037,0.0206342839599371,0.0234480171908649,-1.12219041022409,-1.17337309881166,-1.01617817826847,68_il2.ifng_CD8_pos,22
TIGIT,ifng,il2.ifng,Donor B,CD8,pos,21926,68_il2.ifng_CD8_pos,389.058170107308,0.0822790146758571,0.0850927479067848,-0.467806951755525,-0.474688741945128,-0.535200803870718,68_il2.ifng_CD8_pos,20
4-1BB,il2,il2,Donor C,CD4,pos,76976,d1_il2_CD4_pos,13013.9099518197,0.212905943904538,0.212905943904538,0.784322608775989,0.784322608775989,1.43446907666744,d1_il2_CD4_pos,2
BAFF-R,il2,il2,Donor C,CD4,pos,76976,d1_il2_CD4_pos,3288.12490608617,0.176747602691366,0.176747602691366,0.515797028522018,0.515797028522018,0.642736669542669,d1_il2_CD4_pos,6
BCMA,il2,il2,Donor C,CD4,pos,76976,d1_il2_CD4_pos,575.15139065038,0.11011711705338,0.11011711705338,-0.16685487398243,-0.16685487398243,-0.663064184397029,d1_il2_CD4_pos,18
BTLA,il2,il2,Donor C,CD4,pos,76976,d1_il2_CD4_pos,526.589978771705,0.0525243270762912,0.0525243270762912,-1.23483593989812,-1.23483593989812,-1.69991441191073,d1_il2_CD4_pos,34
CD2,il2,il2,Donor C,CD4,pos,76976,d1_il2_CD4_pos,1510.35245413126,0.179899116592452,0.179899116592452,0.541294483436864,0.541294483436864,0.0901518837192171,d1_il2_CD4_pos,5
CD200R,il2,il2,Donor C,CD4,pos,76976,d1_il2_CD4_pos,1413.43189273907,0.126410199985453,0.126410199985453,0.032219259950941,0.032219259950941,-0.561692509090121,d1_il2_CD4_pos,12
CD244,il2,il2,Donor C,CD4,pos,76976,d1_il2_CD4_pos,432.080538648827,0.0767400431497944,0.0767400431497944,-0.687842137452474,-0.687842137452474,-0.702772425177023,d1_il2_CD4_pos,29
CD28,il2,il2,Donor C,CD4,pos,76976,d1_il2_CD4_pos,32542.1648158313,0.290445050969467,0.290445050969467,1.23237162859289,1.23237162859289,1.87098763040149,d1_il2_CD4_pos,1
CD300a,il2,il2,Donor C,CD4,pos,76976,d1_il2_CD4_pos,362.637429416754,0.0875264181407015,0.0875264181407015,-0.498103181590358,-0.498103181590358,-1.81299187764155,d1_il2_CD4_pos,26
CD300f,il2,il2,Donor C,CD4,pos,76976,d1_il2_CD4_pos,2382.51115183386,0.0813936685420955,0.0813936685420955,-0.602905139233133,-0.602905139233133,-0.772268821395895,d1_il2_CD4_pos,27
CD40,il2,il2,Donor C,CD4,pos,76976,d1_il2_CD4_pos,6577.37804230188,0.143660953593576,0.143660953593576,0.216774378284038,0.216774378284038,-1.21516981787038,d1_il2_CD4_pos,10
CD7,il2,il2,Donor C,CD4,pos,76976,d1_il2_CD4_pos,12824.4398271817,0.167817263781034,0.167817263781034,0.440997518341776,0.440997518341776,0.422894266314695,d1_il2_CD4_pos,7
CD72,il2,il2,Donor C,CD4,pos,76976,d1_il2_CD4_pos,417.100170492631,0.0890803054031212,0.0890803054031212,-0.472715209326418,-0.472715209326418,-1.50003618814279,d1_il2_CD4_pos,25
CD96,il2,il2,Donor C,CD4,pos,76976,d1_il2_CD4_pos,1389.30817970542,0.125587392582396,0.125587392582396,0.0227980240859561,0.0227980240859561,-1.23471259330182,d1_il2_CD4_pos,13
CRACC,il2,il2,Donor C,CD4,pos,76976,d1_il2_CD4_pos,1226.97855647492,0.10981390841559,0.10981390841559,-0.170832829109999,-0.170832829109999,-1.15603294231479,d1_il2_CD4_pos,19
CRTAM,il2,il2,Donor C,CD4,pos,76976,d1_il2_CD4_pos,1232.11450908418,0.124963162507114,0.124963162507114,0.0156092513687854,0.0156092513687854,-0.626183496072087,d1_il2_CD4_pos,14
CTLA4,il2,il2,Donor C,CD4,pos,76976,d1_il2_CD4_pos,10671.9677863171,0.150910876712272,0.150910876712272,0.28780317133637,0.28780317133637,-0.151516752033296,d1_il2_CD4_pos,9
CXADR,il2,il2,Donor C,CD4,pos,76976,d1_il2_CD4_pos,1826.801666405,0.124424495316388,0.124424495316388,0.0093769165364561,0.0093769165364561,-0.362478246078118,d1_il2_CD4_pos,15
DC-SIGN,il2,il2,Donor C,CD4,pos,76976,d1_il2_CD4_pos,1379.14346349863,0.0954157061035245,0.0954157061035245,-0.373594949961655,-0.373594949961655,-1.63081693639146,d1_il2_CD4_pos,22
HAVCR2,il2,il2,Donor C,CD4,pos,76976,d1_il2_CD4_pos,981.907217300793,0.107798648808992,0.107798648808992,-0.197554523820128,-0.197554523820128,-0.833101937964845,d1_il2_CD4_pos,20
ICOS,il2,il2,Donor C,CD4,pos,76976,d1_il2_CD4_pos,9384.44296174027,0.152136729195801,0.152136729195801,0.299474875124429,0.299474875124429,-0.861264171012702,d1_il2_CD4_pos,8
ILT4,il2,il2,Donor C,CD4,pos,76976,d1_il2_CD4_pos,333.054984834203,0.0892308779894921,0.0892308779894921,-0.470278678188528,-0.470278678188528,-1.53571737041928,d1_il2_CD4_pos,24
KIR2DL1,il2,il2,Donor C,CD4,pos,76976,d1_il2_CD4_pos,604.617155227103,0.0652557239343996,0.0652557239343996,-0.921717259739408,-0.921717259739408,-0.936891479387104,d1_il2_CD4_pos,32
KIR3DL1,il2,il2,Donor C,CD4,pos,76976,d1_il2_CD4_pos,662.40655817879,0.079273274607232,0.079273274607232,-0.640987141367299,-0.640987141367299,-1.60057696623005,d1_il2_CD4_pos,28
KLRG1,il2,il2,Donor C,CD4,pos,76976,d1_il2_CD4_pos,157.446067091891,0.0648250171143832,0.0648250171143832,-0.931271031636561,-0.931271031636561,-0.045782566478646,d1_il2_CD4_pos,33
LAG3,il2,il2,Donor C,CD4,pos,76976,d1_il2_CD4_pos,4899.02505790685,0.138428058925005,0.138428058925005,0.163242783576388,0.163242783576388,-0.879657402600084,d1_il2_CD4_pos,11
LAIR1,il2,il2,Donor C,CD4,pos,76976,d1_il2_CD4_pos,446.779468842587,0.0901078414143675,0.0901078414143675,-0.456169055092654,-0.456169055092654,-0.710258951503528,d1_il2_CD4_pos,23
NKR-P1A,il2,il2,Donor C,CD4,pos,76976,d1_il2_CD4_pos,2634.19770439879,0.100717826580939,0.100717826580939,-0.295574562539576,-0.295574562539576,-1.38688206897419,d1_il2_CD4_pos,21
NTB-A,il2,il2,Donor C,CD4,pos,76976,d1_il2_CD4_pos,9026.37359797754,0.205436518804138,0.205436518804138,0.732799042080296,0.732799042080296,0.757664363971926,d1_il2_CD4_pos,3
NKG2D,il2,il2,Donor C,CD4,pos,76976,d1_il2_CD4_pos,1541.40971697443,0.0715823644893643,0.0715823644893643,-0.788217514344554,-0.788217514344554,-1.42386922882078,d1_il2_CD4_pos,31
PD1,il2,il2,Donor C,CD4,pos,76976,d1_il2_CD4_pos,2109.81555645389,0.117899492179191,0.117899492179191,-0.0683361144075828,-0.0683361144075828,-0.652246514364188,d1_il2_CD4_pos,17
Siglec-3,il2,il2,Donor C,CD4,pos,76976,d1_il2_CD4_pos,799.034811710648,0.07529297798469,0.07529297798469,-0.715306391850477,-0.715306391850477,-1.0164603667367,d1_il2_CD4_pos,30
TACI,il2,il2,Donor C,CD4,pos,76976,d1_il2_CD4_pos,1113.03062557409,0.19461875731433,0.19461875731433,0.654757144748318,0.654757144748318,2.20292073658494,d1_il2_CD4_pos,4
TIGIT,il2,il2,Donor C,CD4,pos,76976,d1_il2_CD4_pos,3442.87167697275,0.12403829157736,0.12403829157736,0.00489194174598353,0.00489194174598353,-1.01617817826847,d1_il2_CD4_pos,16
4-1BB,ifng,ifng,Donor C,CD4,pos,82422,d1_ifng_CD4_pos,8751.83044256914,0.15556897750449,0.15556897750449,0.393650024319044,0.393650024319044,0.368660551975956,d1_ifng_CD4_pos,5
BAFF-R,ifng,ifng,Donor C,CD4,pos,82422,d1_ifng_CD4_pos,3587.94794969244,0.195472742914099,0.195472742914099,0.723063077091125,0.723063077091125,0.901989168725411,d1_ifng_CD4_pos,1
BCMA,ifng,ifng,Donor C,CD4,pos,82422,d1_ifng_CD4_pos,769.297806707288,0.145694559746351,0.145694559746351,0.299042635625614,0.299042635625614,-0.0825180808342375,d1_ifng_CD4_pos,10
BTLA,ifng,ifng,Donor C,CD4,pos,82422,d1_ifng_CD4_pos,734.678290250372,0.0705200492771147,0.0705200492771147,-0.747798984484268,-0.747798984484268,-0.409643839314241,d1_ifng_CD4_pos,31
CD2,ifng,ifng,Donor C,CD4,pos,82422,d1_ifng_CD4_pos,1252.39661376419,0.131487326288944,0.131487326288944,0.151019376345921,0.151019376345921,0.537862634866203,d1_ifng_CD4_pos,15
CD200R,ifng,ifng,Donor C,CD4,pos,82422,d1_ifng_CD4_pos,1672.43663994904,0.132169477337143,0.132169477337143,0.158484673025317,0.158484673025317,-0.0660401494110892,d1_ifng_CD4_pos,14
CD244,ifng,ifng,Donor C,CD4,pos,82422,d1_ifng_CD4_pos,765.703350263892,0.111393618085549,0.111393618085549,-0.0882377915714742,-0.0882377915714742,0.145410741113094,d1_ifng_CD4_pos,22
CD28,ifng,ifng,Donor C,CD4,pos,82422,d1_ifng_CD4_pos,19257.9814609827,0.195230923806465,0.195230923806465,0.721277215827774,0.721277215827774,0.78676297342041,d1_ifng_CD4_pos,2
CD300a,ifng,ifng,Donor C,CD4,pos,82422,d1_ifng_CD4_pos,308.043373491613,0.0628591895538165,0.0628591895538165,-0.913708795722513,-0.913708795722513,-2.22233391856726,d1_ifng_CD4_pos,32
CD300f,ifng,ifng,Donor C,CD4,pos,82422,d1_ifng_CD4_pos,2609.80156340683,0.0984183323057315,0.0984183323057315,-0.266905396979244,-0.266905396979244,-0.18787689317769,d1_ifng_CD4_pos,23
CD40,ifng,ifng,Donor C,CD4,pos,82422,d1_ifng_CD4_pos,5361.53651645908,0.128974235939462,0.128974235939462,0.123178527434803,0.123178527434803,-1.09662743669134,d1_ifng_CD4_pos,16
CD7,ifng,ifng,Donor C,CD4,pos,82422,d1_ifng_CD4_pos,10790.8996341853,0.153383544136046,0.153383544136046,0.37323933820338,0.37323933820338,0.00511169905899335,d1_ifng_CD4_pos,7
CD72,ifng,ifng,Donor C,CD4,pos,82422,d1_ifng_CD4_pos,436.131695215194,0.0826103718979104,0.0826103718979104,-0.51950954097808,-0.51950954097808,-1.82783768928106,d1_ifng_CD4_pos,30
CD96,ifng,ifng,Donor C,CD4,pos,82422,d1_ifng_CD4_pos,1546.94419317,0.134708422656687,0.134708422656687,0.185935685898626,0.185935685898626,-0.460554204198793,d1_ifng_CD4_pos,13
CRACC,ifng,ifng,Donor C,CD4,pos,82422,d1_ifng_CD4_pos,1626.00610616273,0.150172993216389,0.150172993216389,0.342721012685271,0.342721012685271,0.389205131818869,d1_ifng_CD4_pos,8
CRTAM,ifng,ifng,Donor C,CD4,pos,82422,d1_ifng_CD4_pos,1733.90434962482,0.141924241340046,0.141924241340046,0.261216657303509,0.261216657303509,-0.423360552462256,d1_ifng_CD4_pos,11
CTLA4,ifng,ifng,Donor C,CD4,pos,82422,d1_ifng_CD4_pos,8436.76349662771,0.128830591751393,0.128830591751393,0.121570840091768,0.121570840091768,-0.233624079932047,d1_ifng_CD4_pos,17
CXADR,ifng,ifng,Donor C,CD4,pos,82422,d1_ifng_CD4_pos,1600.59788603219,0.112303361889257,0.112303361889257,-0.0765032557706607,-0.0765032557706607,0.0433970307100568,d1_ifng_CD4_pos,21
DC-SIGN,ifng,ifng,Donor C,CD4,pos,82422,d1_ifng_CD4_pos,1653.17391353993,0.0937021132684688,0.0937021132684688,-0.337750881825921,-0.337750881825921,-1.2686023222845,d1_ifng_CD4_pos,25
HAVCR2,ifng,ifng,Donor C,CD4,pos,82422,d1_ifng_CD4_pos,1510.67462138395,0.149265122133401,0.149265122133401,0.333972726775981,0.333972726775981,-0.832090850215688,d1_ifng_CD4_pos,9
ICOS,ifng,ifng,Donor C,CD4,pos,82422,d1_ifng_CD4_pos,7909.30026432207,0.134958689158637,0.134958689158637,0.18861349367795,0.18861349367795,-0.574075216405086,d1_ifng_CD4_pos,12
ILT4,ifng,ifng,Donor C,CD4,pos,82422,d1_ifng_CD4_pos,103.663110910971,0.0191273998976528,0.0191273998976528,-2.63019169444047,-2.63019169444047,-0.713299537595421,d1_ifng_CD4_pos,34
KIR2DL1,ifng,ifng,Donor C,CD4,pos,82422,d1_ifng_CD4_pos,1187.07468704985,0.157729188211734,0.157729188211734,0.413545287078784,0.413545287078784,-0.0817038109571394,d1_ifng_CD4_pos,4
KIR3DL1,ifng,ifng,Donor C,CD4,pos,82422,d1_ifng_CD4_pos,780.315576175118,0.0948295257107109,0.0948295257107109,-0.320496146899797,-0.320496146899797,-0.672860999303672,d1_ifng_CD4_pos,24
KLRG1,ifng,ifng,Donor C,CD4,pos,82422,d1_ifng_CD4_pos,49.0881484301767,0.0240093094495218,0.0240093094495218,-2.30223855756348,-2.30223855756348,-1.17475105278706,d1_ifng_CD4_pos,33
LAG3,ifng,ifng,Donor C,CD4,pos,82422,d1_ifng_CD4_pos,3866.27286168269,0.115864457532613,0.115864457532613,-0.0314662978697562,-0.0314662978697562,-0.436268567801365,d1_ifng_CD4_pos,20
LAIR1,ifng,ifng,Donor C,CD4,pos,82422,d1_ifng_CD4_pos,477.2586189353,0.0860679974627822,0.0860679974627822,-0.46035556510302,-0.46035556510302,-0.741100256169922,d1_ifng_CD4_pos,27
NKR-P1A,ifng,ifng,Donor C,CD4,pos,82422,d1_ifng_CD4_pos,2326.12916897684,0.0888830782004326,0.0888830782004326,-0.413923686217114,-0.413923686217114,-1.27115754764285,d1_ifng_CD4_pos,26
NTB-A,ifng,ifng,Donor C,CD4,pos,82422,d1_ifng_CD4_pos,7007.88873554177,0.166321411788426,0.166321411788426,0.490069537046229,0.490069537046229,1.13944013117033,d1_ifng_CD4_pos,3
NKG2D,ifng,ifng,Donor C,CD4,pos,82422,d1_ifng_CD4_pos,1626.26461795207,0.083440143741985,0.083440143741985,-0.50509082406654,-0.50509082406654,-0.738354650973884,d1_ifng_CD4_pos,28
PD1,ifng,ifng,Donor C,CD4,pos,82422,d1_ifng_CD4_pos,1449.84990503726,0.0829771837647771,0.0829771837647771,-0.513117774099537,-0.513117774099537,-0.223378911571028,d1_ifng_CD4_pos,29
Siglec-3,ifng,ifng,Donor C,CD4,pos,82422,d1_ifng_CD4_pos,1376.95051677618,0.118307217876121,0.118307217876121,-0.00136627775253659,-0.00136627775253659,-0.198455291980652,d1_ifng_CD4_pos,19
TACI,ifng,ifng,Donor C,CD4,pos,82422,d1_ifng_CD4_pos,1062.69047888624,0.154287572338293,0.154287572338293,0.381717487030473,0.381717487030473,1.40650882625015,d1_ifng_CD4_pos,6
TIGIT,ifng,ifng,Donor C,CD4,pos,82422,d1_ifng_CD4_pos,3422.92161031189,0.124763224776053,0.124763224776053,0.075288375524291,0.075288375524291,-0.535200803870718,d1_ifng_CD4_pos,18
